account_id,transaction_id,transaction_type,amount,date
AC95,T11,Deposit,289,2023-09-26
AC103,T11,Withdrawal,289,2023-09-26
AC69,T11,Transfer,289,2023-09-26
AC155,T11,Deposit,289,2023-09-26
AC82,T11,Withdrawal,289,2023-09-26
AC99,T11,Transfer,289,2023-09-26
AC179,T11,Deposit,289,2023-09-26
AC55,T11,Withdrawal,289,2023-09-26
AC27,T11,Transfer,289,2023-09-26
AC82,T11,Deposit,289,2023-09-26
AC189,T11,Withdrawal,289,2023-09-26
AC34,T11,Transfer,289,2023-09-26
AC193,T11,Deposit,289,2023-09-26
AC163,T11,Withdrawal,289,2023-09-26
AC115,T11,Transfer,289,2023-09-26
AC86,T11,Deposit,289,2023-09-26
AC03,T11,Withdrawal,289,2023-09-26
AC60,T11,Transfer,289,2023-09-26
AC39,T11,Deposit,289,2023-09-26
AC151,T11,Withdrawal,289,2023-09-26
AC49,T11,Transfer,289,2023-09-26
AC55,T11,Deposit,289,2023-09-26
AC63,T11,Withdrawal,289,2023-09-26
AC05,T11,Transfer,289,2023-09-26
AC87,T11,Deposit,289,2023-09-26
AC54,T11,Withdrawal,289,2023-09-26
AC178,T11,Transfer,289,2023-09-26
AC49,T11,Deposit,289,2023-09-26
AC52,T11,Withdrawal,289,2023-09-26
AC140,T11,Transfer,289,2023-09-26
AC186,T11,Deposit,289,2023-09-26
AC14,T11,Withdrawal,289,2023-09-26
AC41,T11,Transfer,289,2023-09-26
AC126,T11,Deposit,289,2023-09-26
AC82,T11,Withdrawal,289,2023-09-26
AC26,T11,Transfer,289,2023-09-26
AC34,T11,Deposit,289,2023-09-26
AC111,T11,Withdrawal,289,2023-09-26
AC121,T11,Transfer,289,2023-09-26
AC75,T11,Deposit,289,2023-09-26
AC46,T11,Withdrawal,289,2023-09-26
AC103,T11,Transfer,289,2023-09-26
AC05,T11,Deposit,289,2023-09-26
AC102,T11,Withdrawal,289,2023-09-26
AC148,T11,Transfer,289,2023-09-26
AC118,T11,Deposit,289,2023-09-26
AC192,T11,Withdrawal,289,2023-09-26
AC141,T11,Transfer,289,2023-09-26
AC70,T11,Deposit,289,2023-09-26
AC113,T11,Withdrawal,289,2023-09-26
AC35,T11,Transfer,289,2023-09-26
AC122,T11,Deposit,289,2023-09-26
AC147,T11,Withdrawal,289,2023-09-26
AC22,T11,Transfer,289,2023-09-26
AC36,T11,Deposit,289,2023-09-26
AC123,T11,Withdrawal,289,2023-09-26
AC119,T11,Transfer,289,2023-09-26
AC162,T11,Deposit,289,2023-09-26
AC126,T11,Withdrawal,289,2023-09-26
AC55,T11,Transfer,289,2023-09-26
AC183,T11,Deposit,289,2023-09-26
AC84,T11,Withdrawal,289,2023-09-26
AC171,T11,Transfer,289,2023-09-26
AC168,T11,Deposit,289,2023-09-26
AC25,T11,Withdrawal,289,2023-09-26
AC16,T11,Transfer,289,2023-09-26
AC167,T11,Deposit,289,2023-09-26
AC106,T11,Withdrawal,289,2023-09-26
AC32,T11,Transfer,289,2023-09-26
AC39,T11,Deposit,289,2023-09-26
AC31,T11,Withdrawal,289,2023-09-26
AC84,T11,Transfer,289,2023-09-26
AC101,T11,Deposit,289,2023-09-26
AC193,T11,Withdrawal,289,2023-09-26
AC95,T11,Transfer,289,2023-09-26
AC82,T11,Deposit,289,2023-09-26
AC36,T11,Withdrawal,289,2023-09-26
AC96,T11,Transfer,289,2023-09-26
AC195,T11,Deposit,289,2023-09-26
AC102,T11,Withdrawal,289,2023-09-26
AC71,T11,Transfer,289,2023-09-26
AC166,T11,Deposit,289,2023-09-26
AC135,T11,Withdrawal,289,2023-09-26
AC23,T11,Transfer,289,2023-09-26
AC151,T11,Deposit,289,2023-09-26
AC182,T11,Withdrawal,289,2023-09-26
AC92,T11,Transfer,289,2023-09-26
AC170,T11,Deposit,289,2023-09-26
AC145,T11,Withdrawal,289,2023-09-26
AC81,T11,Transfer,289,2023-09-26
AC186,T11,Deposit,289,2023-09-26
AC155,T11,Withdrawal,289,2023-09-26
AC51,T11,Transfer,289,2023-09-26
AC199,T11,Deposit,289,2023-09-26
AC50,T11,Withdrawal,289,2023-09-26
AC41,T11,Transfer,289,2023-09-26
AC16,T11,Deposit,289,2023-09-26
AC191,T11,Withdrawal,289,2023-09-26
AC191,T11,Transfer,289,2023-09-26
AC130,T11,Deposit,289,2023-09-26
AC191,T11,Withdrawal,289,2023-09-26
AC94,T11,Transfer,289,2023-09-26
AC07,T11,Deposit,289,2023-09-26
AC167,T11,Withdrawal,289,2023-09-26
AC70,T11,Transfer,289,2023-09-26
AC82,T11,Deposit,289,2023-09-26
AC190,T11,Withdrawal,289,2023-09-26
AC56,T11,Transfer,289,2023-09-26
AC66,T11,Deposit,289,2023-09-26
AC162,T11,Withdrawal,289,2023-09-26
AC127,T11,Transfer,289,2023-09-26
AC144,T11,Deposit,289,2023-09-26
AC105,T11,Withdrawal,289,2023-09-26
AC65,T11,Transfer,289,2023-09-26
AC90,T11,Deposit,289,2023-09-26
AC152,T11,Withdrawal,289,2023-09-26
AC52,T11,Transfer,289,2023-09-26
AC128,T11,Deposit,289,2023-09-26
AC97,T11,Withdrawal,289,2023-09-26
AC14,T11,Transfer,289,2023-09-26
AC83,T11,Deposit,289,2023-09-26
AC198,T11,Withdrawal,289,2023-09-26
AC77,T11,Transfer,289,2023-09-26
AC94,T11,Deposit,289,2023-09-26
AC39,T11,Withdrawal,289,2023-09-26
AC16,T11,Transfer,289,2023-09-26
AC92,T11,Deposit,289,2023-09-26
AC134,T11,Withdrawal,289,2023-09-26
AC141,T11,Transfer,289,2023-09-26
AC42,T11,Deposit,289,2023-09-26
AC111,T11,Withdrawal,289,2023-09-26
AC65,T11,Transfer,289,2023-09-26
AC13,T11,Deposit,289,2023-09-26
AC123,T11,Withdrawal,289,2023-09-26
AC188,T11,Transfer,289,2023-09-26
AC134,T11,Deposit,289,2023-09-26
AC109,T11,Withdrawal,289,2023-09-26
AC36,T11,Transfer,289,2023-09-26
AC39,T11,Deposit,289,2023-09-26
AC89,T11,Withdrawal,289,2023-09-26
AC94,T12,Transfer,-789,2023-06-07
AC42,T12,Deposit,-789,2023-06-07
AC09,T12,Withdrawal,-789,2023-06-07
AC25,T12,Transfer,-789,2023-06-07
AC56,T12,Deposit,-789,2023-06-07
AC36,T12,Withdrawal,-789,2023-06-07
AC115,T12,Transfer,-789,2023-06-07
AC168,T12,Deposit,-789,2023-06-07
AC107,T12,Withdrawal,-789,2023-06-07
AC16,T12,Transfer,-789,2023-06-07
AC23,T12,Deposit,-789,2023-06-07
AC57,T12,Withdrawal,-789,2023-06-07
AC153,T12,Transfer,-789,2023-06-07
AC112,T12,Deposit,-789,2023-06-07
AC35,T12,Withdrawal,-789,2023-06-07
AC61,T12,Transfer,-789,2023-06-07
AC136,T12,Deposit,-789,2023-06-07
AC157,T12,Withdrawal,-789,2023-06-07
AC105,T12,Transfer,-789,2023-06-07
AC159,T12,Deposit,-789,2023-06-07
AC51,T12,Withdrawal,-789,2023-06-07
AC144,T12,Transfer,-789,2023-06-07
AC79,T12,Deposit,-789,2023-06-07
AC102,T12,Withdrawal,-789,2023-06-07
AC38,T12,Transfer,-789,2023-06-07
AC188,T12,Deposit,-789,2023-06-07
AC52,T12,Withdrawal,-789,2023-06-07
AC83,T12,Transfer,-789,2023-06-07
AC120,T12,Deposit,-789,2023-06-07
AC43,T12,Withdrawal,-789,2023-06-07
AC78,T12,Transfer,-789,2023-06-07
AC66,T12,Deposit,-789,2023-06-07
AC67,T12,Withdrawal,-789,2023-06-07
AC154,T12,Transfer,-789,2023-06-07
AC180,T12,Deposit,-789,2023-06-07
AC156,T12,Withdrawal,-789,2023-06-07
AC108,T12,Transfer,-789,2023-06-07
AC54,T12,Deposit,-789,2023-06-07
AC145,T12,Withdrawal,-789,2023-06-07
AC86,T12,Transfer,-789,2023-06-07
AC86,T12,Deposit,-789,2023-06-07
AC89,T12,Withdrawal,-789,2023-06-07
AC54,T12,Transfer,-789,2023-06-07
AC79,T12,Deposit,-789,2023-06-07
AC157,T12,Withdrawal,-789,2023-06-07
AC27,T12,Transfer,-789,2023-06-07
AC47,T12,Deposit,-789,2023-06-07
AC137,T12,Withdrawal,-789,2023-06-07
AC122,T12,Transfer,-789,2023-06-07
AC123,T12,Deposit,-789,2023-06-07
AC113,T12,Withdrawal,-789,2023-06-07
AC194,T12,Transfer,-789,2023-06-07
AC119,T12,Deposit,-789,2023-06-07
AC162,T12,Withdrawal,-789,2023-06-07
AC144,T12,Transfer,-789,2023-06-07
AC183,T12,Deposit,-789,2023-06-07
AC90,T12,Withdrawal,-789,2023-06-07
AC27,T12,Transfer,-789,2023-06-07
AC195,T12,Deposit,-789,2023-06-07
AC71,T12,Withdrawal,-789,2023-06-07
AC95,T12,Transfer,-789,2023-06-07
AC153,T12,Deposit,-789,2023-06-07
AC149,T12,Withdrawal,-789,2023-06-07
AC30,T12,Transfer,-789,2023-06-07
AC161,T12,Deposit,-789,2023-06-07
AC110,T12,Withdrawal,-789,2023-06-07
AC28,T12,Transfer,-789,2023-06-07
AC198,T12,Deposit,-789,2023-06-07
AC119,T12,Withdrawal,-789,2023-06-07
AC90,T12,Transfer,-789,2023-06-07
AC91,T12,Deposit,-789,2023-06-07
AC164,T12,Withdrawal,-789,2023-06-07
AC50,T12,Transfer,-789,2023-06-07
AC139,T12,Deposit,-789,2023-06-07
AC177,T12,Withdrawal,-789,2023-06-07
AC53,T12,Transfer,-789,2023-06-07
AC97,T12,Deposit,-789,2023-06-07
AC05,T12,Withdrawal,-789,2023-06-07
AC26,T12,Transfer,-789,2023-06-07
AC125,T12,Deposit,-789,2023-06-07
AC134,T12,Withdrawal,-789,2023-06-07
AC82,T12,Transfer,-789,2023-06-07
AC57,T12,Deposit,-789,2023-06-07
AC126,T12,Withdrawal,-789,2023-06-07
AC197,T12,Transfer,-789,2023-06-07
AC16,T12,Deposit,-789,2023-06-07
AC71,T12,Withdrawal,-789,2023-06-07
AC09,T12,Transfer,-789,2023-06-07
AC77,T12,Deposit,-789,2023-06-07
AC107,T12,Withdrawal,-789,2023-06-07
AC72,T12,Transfer,-789,2023-06-07
AC142,T12,Deposit,-789,2023-06-07
AC153,T12,Withdrawal,-789,2023-06-07
AC70,T12,Transfer,-789,2023-06-07
AC19,T12,Deposit,-789,2023-06-07
AC54,T12,Withdrawal,-789,2023-06-07
AC108,T12,Transfer,-789,2023-06-07
AC42,T12,Deposit,-789,2023-06-07
AC23,T12,Withdrawal,-789,2023-06-07
AC133,T12,Transfer,-789,2023-06-07
AC70,T12,Deposit,-789,2023-06-07
AC24,T12,Withdrawal,-789,2023-06-07
AC84,T12,Transfer,-789,2023-06-07
AC154,T12,Deposit,-789,2023-06-07
AC169,T12,Withdrawal,-789,2023-06-07
AC169,T12,Transfer,-789,2023-06-07
AC180,T12,Deposit,-789,2023-06-07
AC148,T12,Withdrawal,-789,2023-06-07
AC142,T12,Transfer,-789,2023-06-07
AC198,T12,Deposit,-789,2023-06-07
AC36,T12,Withdrawal,-789,2023-06-07
AC09,T12,Transfer,-789,2023-06-07
AC137,T12,Deposit,-789,2023-06-07
AC130,T12,Withdrawal,-789,2023-06-07
AC29,T12,Transfer,-789,2023-06-07
AC166,T12,Deposit,-789,2023-06-07
AC02,T12,Withdrawal,-789,2023-06-07
AC142,T12,Transfer,-789,2023-06-07
AC175,T12,Deposit,-789,2023-06-07
AC94,T12,Withdrawal,-789,2023-06-07
AC135,T12,Transfer,-789,2023-06-07
AC118,T12,Deposit,-789,2023-06-07
AC95,T12,Withdrawal,-789,2023-06-07
AC83,T12,Transfer,-789,2023-06-07
AC146,T12,Deposit,-789,2023-06-07
AC195,T12,Withdrawal,-789,2023-06-07
AC110,T12,Transfer,-789,2023-06-07
AC119,T12,Deposit,-789,2023-06-07
AC177,T12,Withdrawal,-789,2023-06-07
AC13,T12,Transfer,-789,2023-06-07
AC179,T12,Deposit,-789,2023-06-07
AC01,T12,Withdrawal,-789,2023-06-07
AC138,T12,Transfer,-789,2023-06-07
AC130,T12,Deposit,-789,2023-06-07
AC81,T12,Withdrawal,-789,2023-06-07
AC13,T12,Transfer,-789,2023-06-07
AC23,T12,Deposit,-789,2023-06-07
AC140,T12,Withdrawal,-789,2023-06-07
AC41,T12,Transfer,-789,2023-06-07
AC111,T12,Deposit,-789,2023-06-07
AC18,T12,Withdrawal,-789,2023-06-07
AC147,T12,Transfer,-789,2023-06-07
AC134,T12,Deposit,-789,2023-06-07
AC185,T12,Withdrawal,-789,2023-06-07
AC65,T12,Transfer,-789,2023-06-07
AC126,T12,Deposit,-789,2023-06-07
AC176,T12,Withdrawal,-789,2023-06-07
AC11,T12,Transfer,-789,2023-06-07
AC26,T12,Deposit,-789,2023-06-07
AC132,T12,Withdrawal,-789,2023-06-07
AC76,T12,Transfer,-789,2023-06-07
AC117,T12,Deposit,-789,2023-06-07
AC182,T12,Withdrawal,-789,2023-06-07
AC198,T12,Transfer,-789,2023-06-07
AC105,T12,Deposit,-789,2023-06-07
AC180,T12,Withdrawal,-789,2023-06-07
AC38,T12,Transfer,-789,2023-06-07
AC189,T12,Deposit,-789,2023-06-07
AC110,T12,Withdrawal,-789,2023-06-07
AC103,T12,Transfer,-789,2023-06-07
AC53,T12,Deposit,-789,2023-06-07
AC61,T12,Withdrawal,-789,2023-06-07
AC158,T12,Transfer,-789,2023-06-07
AC06,T12,Deposit,-789,2023-06-07
AC03,T12,Withdrawal,-789,2023-06-07
AC138,T12,Transfer,-789,2023-06-07
AC80,T13,Deposit,3708,2022-12-14
AC09,T13,Withdrawal,3708,2022-12-14
AC147,T13,Transfer,3708,2022-12-14
AC09,T13,Deposit,3708,2022-12-14
AC44,T13,Withdrawal,3708,2022-12-14
AC117,T13,Transfer,3708,2022-12-14
AC132,T13,Deposit,3708,2022-12-14
AC163,T13,Withdrawal,3708,2022-12-14
AC136,T13,Transfer,3708,2022-12-14
AC199,T13,Deposit,3708,2022-12-14
AC19,T13,Withdrawal,3708,2022-12-14
AC138,T13,Transfer,3708,2022-12-14
AC75,T13,Deposit,3708,2022-12-14
AC93,T13,Withdrawal,3708,2022-12-14
AC170,T13,Transfer,3708,2022-12-14
AC79,T13,Deposit,3708,2022-12-14
AC56,T13,Withdrawal,3708,2022-12-14
AC198,T13,Transfer,3708,2022-12-14
AC191,T13,Deposit,3708,2022-12-14
AC99,T13,Withdrawal,3708,2022-12-14
AC34,T13,Transfer,3708,2022-12-14
AC165,T13,Deposit,3708,2022-12-14
AC136,T13,Withdrawal,3708,2022-12-14
AC154,T13,Transfer,3708,2022-12-14
AC56,T13,Deposit,3708,2022-12-14
AC59,T13,Withdrawal,3708,2022-12-14
AC191,T13,Transfer,3708,2022-12-14
AC40,T13,Deposit,3708,2022-12-14
AC94,T13,Withdrawal,3708,2022-12-14
AC12,T13,Transfer,3708,2022-12-14
AC22,T13,Deposit,3708,2022-12-14
AC100,T13,Withdrawal,3708,2022-12-14
AC195,T13,Transfer,3708,2022-12-14
AC193,T13,Deposit,3708,2022-12-14
AC74,T13,Withdrawal,3708,2022-12-14
AC17,T13,Transfer,3708,2022-12-14
AC189,T13,Deposit,3708,2022-12-14
AC114,T13,Withdrawal,3708,2022-12-14
AC135,T13,Transfer,3708,2022-12-14
AC181,T13,Deposit,3708,2022-12-14
AC21,T13,Withdrawal,3708,2022-12-14
AC189,T13,Transfer,3708,2022-12-14
AC107,T13,Deposit,3708,2022-12-14
AC179,T13,Withdrawal,3708,2022-12-14
AC160,T13,Transfer,3708,2022-12-14
AC32,T13,Deposit,3708,2022-12-14
AC13,T13,Withdrawal,3708,2022-12-14
AC189,T13,Transfer,3708,2022-12-14
AC37,T13,Deposit,3708,2022-12-14
AC27,T13,Withdrawal,3708,2022-12-14
AC131,T13,Transfer,3708,2022-12-14
AC18,T13,Deposit,3708,2022-12-14
AC142,T13,Withdrawal,3708,2022-12-14
AC187,T13,Transfer,3708,2022-12-14
AC122,T13,Deposit,3708,2022-12-14
AC194,T13,Withdrawal,3708,2022-12-14
AC92,T13,Transfer,3708,2022-12-14
AC135,T13,Deposit,3708,2022-12-14
AC143,T13,Withdrawal,3708,2022-12-14
AC64,T13,Transfer,3708,2022-12-14
AC121,T13,Deposit,3708,2022-12-14
AC123,T13,Withdrawal,3708,2022-12-14
AC126,T13,Transfer,3708,2022-12-14
AC114,T13,Deposit,3708,2022-12-14
AC13,T13,Withdrawal,3708,2022-12-14
AC37,T13,Transfer,3708,2022-12-14
AC53,T13,Deposit,3708,2022-12-14
AC50,T13,Withdrawal,3708,2022-12-14
AC139,T13,Transfer,3708,2022-12-14
AC79,T13,Deposit,3708,2022-12-14
AC109,T13,Withdrawal,3708,2022-12-14
AC150,T13,Transfer,3708,2022-12-14
AC40,T13,Deposit,3708,2022-12-14
AC64,T13,Withdrawal,3708,2022-12-14
AC165,T13,Transfer,3708,2022-12-14
AC109,T13,Deposit,3708,2022-12-14
AC102,T13,Withdrawal,3708,2022-12-14
AC92,T13,Transfer,3708,2022-12-14
AC04,T13,Deposit,3708,2022-12-14
AC44,T13,Withdrawal,3708,2022-12-14
AC10,T13,Transfer,3708,2022-12-14
AC65,T13,Deposit,3708,2022-12-14
AC190,T13,Withdrawal,3708,2022-12-14
AC78,T13,Transfer,3708,2022-12-14
AC182,T13,Deposit,3708,2022-12-14
AC117,T13,Withdrawal,3708,2022-12-14
AC86,T13,Transfer,3708,2022-12-14
AC166,T13,Deposit,3708,2022-12-14
AC156,T13,Withdrawal,3708,2022-12-14
AC200,T13,Transfer,3708,2022-12-14
AC55,T13,Deposit,3708,2022-12-14
AC13,T13,Withdrawal,3708,2022-12-14
AC143,T13,Transfer,3708,2022-12-14
AC152,T13,Deposit,3708,2022-12-14
AC180,T13,Withdrawal,3708,2022-12-14
AC114,T13,Transfer,3708,2022-12-14
AC187,T13,Deposit,3708,2022-12-14
AC150,T13,Withdrawal,3708,2022-12-14
AC68,T13,Transfer,3708,2022-12-14
AC165,T13,Deposit,3708,2022-12-14
AC36,T13,Withdrawal,3708,2022-12-14
AC52,T13,Transfer,3708,2022-12-14
AC200,T13,Deposit,3708,2022-12-14
AC194,T13,Withdrawal,3708,2022-12-14
AC30,T13,Transfer,3708,2022-12-14
AC188,T13,Deposit,3708,2022-12-14
AC144,T13,Withdrawal,3708,2022-12-14
AC133,T13,Transfer,3708,2022-12-14
AC11,T13,Deposit,3708,2022-12-14
AC76,T13,Withdrawal,3708,2022-12-14
AC05,T13,Transfer,3708,2022-12-14
AC12,T13,Deposit,3708,2022-12-14
AC111,T13,Withdrawal,3708,2022-12-14
AC185,T13,Transfer,3708,2022-12-14
AC82,T13,Deposit,3708,2022-12-14
AC168,T13,Withdrawal,3708,2022-12-14
AC68,T13,Transfer,3708,2022-12-14
AC130,T13,Deposit,3708,2022-12-14
AC57,T13,Withdrawal,3708,2022-12-14
AC101,T13,Transfer,3708,2022-12-14
AC172,T13,Deposit,3708,2022-12-14
AC79,T13,Withdrawal,3708,2022-12-14
AC31,T13,Transfer,3708,2022-12-14
AC139,T13,Deposit,3708,2022-12-14
AC07,T13,Withdrawal,3708,2022-12-14
AC130,T13,Transfer,3708,2022-12-14
AC81,T13,Deposit,3708,2022-12-14
AC77,T13,Withdrawal,3708,2022-12-14
AC139,T13,Transfer,3708,2022-12-14
AC93,T13,Deposit,3708,2022-12-14
AC101,T13,Withdrawal,3708,2022-12-14
AC159,T13,Transfer,3708,2022-12-14
AC182,T13,Deposit,3708,2022-12-14
AC102,T13,Withdrawal,3708,2022-12-14
AC50,T13,Transfer,3708,2022-12-14
AC71,T13,Deposit,3708,2022-12-14
AC11,T13,Withdrawal,3708,2022-12-14
AC151,T13,Transfer,3708,2022-12-14
AC183,T13,Deposit,3708,2022-12-14
AC32,T13,Withdrawal,3708,2022-12-14
AC161,T13,Transfer,3708,2022-12-14
AC119,T13,Deposit,3708,2022-12-14
AC40,T13,Withdrawal,3708,2022-12-14
AC137,T13,Transfer,3708,2022-12-14
AC143,T13,Deposit,3708,2022-12-14
AC159,T13,Withdrawal,3708,2022-12-14
AC36,T13,Transfer,3708,2022-12-14
AC149,T13,Deposit,3708,2022-12-14
AC199,T13,Withdrawal,3708,2022-12-14
AC172,T13,Transfer,3708,2022-12-14
AC40,T13,Deposit,3708,2022-12-14
AC80,T13,Withdrawal,3708,2022-12-14
AC04,T13,Transfer,3708,2022-12-14
AC52,T13,Deposit,3708,2022-12-14
AC170,T13,Withdrawal,3708,2022-12-14
AC20,T13,Transfer,3708,2022-12-14
AC66,T13,Deposit,3708,2022-12-14
AC139,T13,Withdrawal,3708,2022-12-14
AC09,T13,Transfer,3708,2022-12-14
AC34,T13,Deposit,3708,2022-12-14
AC69,T13,Withdrawal,3708,2022-12-14
AC97,T13,Transfer,3708,2022-12-14
AC116,T13,Deposit,3708,2022-12-14
AC172,T13,Withdrawal,3708,2022-12-14
AC03,T13,Transfer,3708,2022-12-14
AC120,T13,Deposit,3708,2022-12-14
AC197,T14,Withdrawal,-342,2022-09-28
AC93,T14,Transfer,-342,2022-09-28
AC115,T14,Deposit,-342,2022-09-28
AC26,T14,Withdrawal,-342,2022-09-28
AC41,T14,Transfer,-342,2022-09-28
AC24,T14,Deposit,-342,2022-09-28
AC79,T14,Withdrawal,-342,2022-09-28
AC131,T14,Transfer,-342,2022-09-28
AC106,T14,Deposit,-342,2022-09-28
AC163,T14,Withdrawal,-342,2022-09-28
AC136,T14,Transfer,-342,2022-09-28
AC41,T14,Deposit,-342,2022-09-28
AC153,T14,Withdrawal,-342,2022-09-28
AC108,T14,Transfer,-342,2022-09-28
AC04,T14,Deposit,-342,2022-09-28
AC144,T14,Withdrawal,-342,2022-09-28
AC28,T14,Transfer,-342,2022-09-28
AC98,T14,Deposit,-342,2022-09-28
AC131,T14,Withdrawal,-342,2022-09-28
AC72,T14,Transfer,-342,2022-09-28
AC36,T14,Deposit,-342,2022-09-28
AC166,T14,Withdrawal,-342,2022-09-28
AC81,T14,Transfer,-342,2022-09-28
AC30,T14,Deposit,-342,2022-09-28
AC22,T14,Withdrawal,-342,2022-09-28
AC28,T14,Transfer,-342,2022-09-28
AC33,T14,Deposit,-342,2022-09-28
AC44,T14,Withdrawal,-342,2022-09-28
AC95,T14,Transfer,-342,2022-09-28
AC103,T14,Deposit,-342,2022-09-28
AC69,T14,Withdrawal,-342,2022-09-28
AC155,T14,Transfer,-342,2022-09-28
AC82,T14,Deposit,-342,2022-09-28
AC99,T14,Withdrawal,-342,2022-09-28
AC179,T14,Transfer,-342,2022-09-28
AC55,T14,Deposit,-342,2022-09-28
AC27,T14,Withdrawal,-342,2022-09-28
AC82,T14,Transfer,-342,2022-09-28
AC189,T14,Deposit,-342,2022-09-28
AC34,T14,Withdrawal,-342,2022-09-28
AC193,T14,Transfer,-342,2022-09-28
AC163,T14,Deposit,-342,2022-09-28
AC115,T14,Withdrawal,-342,2022-09-28
AC86,T14,Transfer,-342,2022-09-28
AC03,T14,Deposit,-342,2022-09-28
AC60,T14,Withdrawal,-342,2022-09-28
AC39,T14,Transfer,-342,2022-09-28
AC151,T14,Deposit,-342,2022-09-28
AC49,T14,Withdrawal,-342,2022-09-28
AC55,T14,Transfer,-342,2022-09-28
AC63,T14,Deposit,-342,2022-09-28
AC05,T14,Withdrawal,-342,2022-09-28
AC87,T14,Transfer,-342,2022-09-28
AC54,T14,Deposit,-342,2022-09-28
AC178,T14,Withdrawal,-342,2022-09-28
AC49,T14,Transfer,-342,2022-09-28
AC52,T14,Deposit,-342,2022-09-28
AC140,T14,Withdrawal,-342,2022-09-28
AC186,T14,Transfer,-342,2022-09-28
AC14,T14,Deposit,-342,2022-09-28
AC41,T14,Withdrawal,-342,2022-09-28
AC126,T14,Transfer,-342,2022-09-28
AC82,T14,Deposit,-342,2022-09-28
AC26,T14,Withdrawal,-342,2022-09-28
AC34,T14,Transfer,-342,2022-09-28
AC111,T14,Deposit,-342,2022-09-28
AC121,T14,Withdrawal,-342,2022-09-28
AC75,T14,Transfer,-342,2022-09-28
AC46,T14,Deposit,-342,2022-09-28
AC103,T14,Withdrawal,-342,2022-09-28
AC05,T14,Transfer,-342,2022-09-28
AC102,T14,Deposit,-342,2022-09-28
AC148,T14,Withdrawal,-342,2022-09-28
AC118,T14,Transfer,-342,2022-09-28
AC192,T14,Deposit,-342,2022-09-28
AC141,T14,Withdrawal,-342,2022-09-28
AC70,T14,Transfer,-342,2022-09-28
AC113,T14,Deposit,-342,2022-09-28
AC35,T14,Withdrawal,-342,2022-09-28
AC122,T14,Transfer,-342,2022-09-28
AC147,T14,Deposit,-342,2022-09-28
AC22,T14,Withdrawal,-342,2022-09-28
AC36,T14,Transfer,-342,2022-09-28
AC123,T14,Deposit,-342,2022-09-28
AC119,T14,Withdrawal,-342,2022-09-28
AC162,T14,Transfer,-342,2022-09-28
AC126,T14,Deposit,-342,2022-09-28
AC55,T14,Withdrawal,-342,2022-09-28
AC183,T14,Transfer,-342,2022-09-28
AC84,T14,Deposit,-342,2022-09-28
AC171,T14,Withdrawal,-342,2022-09-28
AC168,T14,Transfer,-342,2022-09-28
AC25,T14,Deposit,-342,2022-09-28
AC16,T14,Withdrawal,-342,2022-09-28
AC167,T14,Transfer,-342,2022-09-28
AC106,T14,Deposit,-342,2022-09-28
AC32,T14,Withdrawal,-342,2022-09-28
AC39,T14,Transfer,-342,2022-09-28
AC31,T14,Deposit,-342,2022-09-28
AC84,T14,Withdrawal,-342,2022-09-28
AC101,T14,Transfer,-342,2022-09-28
AC193,T14,Deposit,-342,2022-09-28
AC95,T14,Withdrawal,-342,2022-09-28
AC82,T14,Transfer,-342,2022-09-28
AC36,T14,Deposit,-342,2022-09-28
AC96,T14,Withdrawal,-342,2022-09-28
AC195,T14,Transfer,-342,2022-09-28
AC102,T14,Deposit,-342,2022-09-28
AC71,T14,Withdrawal,-342,2022-09-28
AC166,T14,Transfer,-342,2022-09-28
AC135,T14,Deposit,-342,2022-09-28
AC23,T14,Withdrawal,-342,2022-09-28
AC151,T14,Transfer,-342,2022-09-28
AC182,T14,Deposit,-342,2022-09-28
AC92,T14,Withdrawal,-342,2022-09-28
AC170,T14,Transfer,-342,2022-09-28
AC145,T14,Deposit,-342,2022-09-28
AC81,T14,Withdrawal,-342,2022-09-28
AC186,T14,Transfer,-342,2022-09-28
AC155,T14,Deposit,-342,2022-09-28
AC51,T14,Withdrawal,-342,2022-09-28
AC199,T14,Transfer,-342,2022-09-28
AC50,T14,Deposit,-342,2022-09-28
AC41,T14,Withdrawal,-342,2022-09-28
AC16,T14,Transfer,-342,2022-09-28
AC191,T14,Deposit,-342,2022-09-28
AC191,T14,Withdrawal,-342,2022-09-28
AC130,T14,Transfer,-342,2022-09-28
AC191,T14,Deposit,-342,2022-09-28
AC94,T14,Withdrawal,-342,2022-09-28
AC07,T14,Transfer,-342,2022-09-28
AC167,T14,Deposit,-342,2022-09-28
AC70,T14,Withdrawal,-342,2022-09-28
AC82,T14,Transfer,-342,2022-09-28
AC190,T14,Deposit,-342,2022-09-28
AC56,T14,Withdrawal,-342,2022-09-28
AC66,T14,Transfer,-342,2022-09-28
AC162,T14,Deposit,-342,2022-09-28
AC127,T14,Withdrawal,-342,2022-09-28
AC144,T14,Transfer,-342,2022-09-28
AC105,T14,Deposit,-342,2022-09-28
AC65,T14,Withdrawal,-342,2022-09-28
AC90,T14,Transfer,-342,2022-09-28
AC152,T14,Deposit,-342,2022-09-28
AC52,T14,Withdrawal,-342,2022-09-28
AC128,T14,Transfer,-342,2022-09-28
AC97,T14,Deposit,-342,2022-09-28
AC14,T14,Withdrawal,-342,2022-09-28
AC83,T14,Transfer,-342,2022-09-28
AC198,T14,Deposit,-342,2022-09-28
