line_id,usage_date,usage_id,data_amount
L783,2020-12-04,U879,698
L727,2023-04-11,U880,6293
L804,2022-07-31,U881,8172
L425,2023-02-26,U882,3990
L421,2021-12-20,U883,6382
L455,2022-06-20,U884,8918
L027,2020-08-17,U885,281
L778,2023-12-18,U886,6648
L900,2022-03-05,U887,4409
L612,2022-09-24,U888,711
L454,2023-09-13,U889,9355
L583,2023-10-15,U890,8657
L425,2022-09-07,U891,5547
L111,2020-04-06,U892,8411
L258,2021-06-18,U893,3961
L580,2020-12-15,U894,8876
L045,2020-11-05,U895,4064
L404,2023-02-05,U896,7308
L532,2022-10-12,U897,6705
L764,2023-01-03,U898,5457
L390,2020-02-16,U899,3273
L893,2023-02-02,U900,6012
L621,2023-01-13,U901,8343
L254,2021-06-09,U902,7880
L406,2023-05-27,U903,5456
L917,2022-06-16,U904,2735
L115,2020-12-02,U905,5186
L520,2021-01-22,U906,6928
L920,2023-11-09,U907,9340
L540,2023-06-25,U908,2172
L177,2021-06-13,U909,3814
L430,2022-07-15,U910,5706
L429,2022-11-27,U911,1381
L690,2022-01-08,U912,4274
L149,2022-11-02,U913,4680
L878,2023-12-14,U914,1629
L693,2020-09-09,U915,1119
L675,2020-06-19,U916,8341
L284,2020-04-11,U917,7790
L695,2022-07-15,U918,4488
L467,2022-12-06,U919,7448
L789,2020-11-11,U920,4826
L161,2020-10-16,U921,6250
L062,2021-05-17,U922,7217
L651,2022-03-24,U923,6531
L987,2023-01-17,U924,881
L578,2023-08-05,U925,5742
L024,2020-10-29,U926,8101
L533,2021-01-21,U927,6579
L269,2021-01-26,U928,1542
L085,2022-02-08,U929,8790
L335,2023-03-25,U930,8627
L106,2020-03-05,U931,1308
L654,2021-12-05,U932,9833
L769,2021-03-09,U933,4475
L256,2020-02-27,U934,3076
L132,2021-08-12,U935,1720
L260,2020-12-20,U936,1401
L877,2022-10-08,U937,1877
L351,2020-06-30,U938,185
L440,2021-11-09,U939,979
L683,2022-02-05,U940,7218
L116,2021-06-11,U941,6237
L700,2022-03-17,U942,9121
L529,2022-04-12,U943,1732
L766,2021-02-28,U944,670
L761,2021-09-29,U945,2589
L143,2020-09-25,U946,7727
L076,2022-07-17,U947,1223
L685,2023-11-01,U948,7068
L276,2021-04-25,U949,6514
L568,2021-12-31,U950,4406
L054,2023-02-07,U951,1004
L079,2023-04-28,U952,3253
L470,2022-01-23,U953,4327
L423,2021-02-15,U954,5094
L950,2020-08-22,U955,9537
L974,2020-08-06,U956,8730
L302,2022-11-23,U957,6349
L667,2023-04-30,U958,2960
L456,2021-11-26,U959,9055
L492,2022-02-02,U960,4312
L934,2024-01-27,U961,4112
L762,2020-07-22,U962,1548
L100,2020-07-12,U963,7233
L312,2023-09-02,U964,8193
L104,2022-11-02,U965,1993
L376,2021-11-08,U966,7982
L668,2020-08-12,U967,6465
L604,2022-10-17,U968,4630
L889,2020-10-01,U969,2442
L124,2022-02-22,U970,5095
L182,2022-06-04,U971,3169
L647,2021-08-24,U972,9474
L179,2020-04-02,U973,2658
L118,2020-10-03,U974,6281
L730,2020-12-21,U975,5088
L751,2021-04-27,U976,6375
L272,2022-10-27,U977,386
L441,2023-11-05,U978,2380
L874,2020-08-31,U979,9330
L438,2022-04-11,U980,2196
L294,2022-06-18,U981,3834
L263,2020-02-20,U982,4319
L234,2023-11-18,U983,1920
L932,2020-08-24,U984,7931
L256,2020-09-21,U985,4262
L790,2020-09-22,U986,4006
L386,2020-07-31,U987,7836
L006,2023-11-24,U988,3350
L314,2022-05-04,U989,2365
L088,2020-12-11,U990,757
L644,2021-11-24,U991,382
L473,2022-07-10,U992,1348
L814,2024-01-11,U993,5853
L892,2021-12-13,U994,4920
L296,2021-05-01,U995,8297
L375,2023-02-09,U996,3683
L511,2020-05-24,U997,7482
L646,2021-04-05,U998,9128
L244,2022-11-13,U999,9903
L671,2021-06-23,U1000,1087
L060,2020-10-24,U1001,7838
L409,2021-04-06,U1002,3088
L327,2021-12-07,U1003,4895
L551,2023-08-24,U1004,7598
L654,2022-12-03,U1005,2520
L858,2021-08-18,U1006,1251
L358,2022-04-17,U1007,9572
L921,2020-06-17,U1008,8078
L035,2024-02-11,U1009,850
L612,2021-01-25,U1010,6089
L691,2023-01-27,U1011,699
L001,2022-07-12,U1012,8218
L646,2020-02-29,U1013,6561
L531,2020-11-04,U1014,5530
L811,2022-10-22,U1015,3154
L758,2023-11-04,U1016,205
L969,2021-03-29,U1017,3275
L746,2022-11-07,U1018,6482
L349,2020-10-21,U1019,1765
L277,2023-12-03,U1020,2414
L519,2020-09-20,U1021,6938
L394,2021-12-27,U1022,471
L396,2020-10-07,U1023,6922
L754,2020-10-30,U1024,6270
L671,2021-01-04,U1025,225
L415,2023-03-24,U1026,5988
L800,2023-12-26,U1027,2904
L557,2020-12-01,U1028,4499
L733,2022-11-28,U1029,2956
L068,2021-05-01,U1030,6390
L620,2021-01-28,U1031,6442
L162,2023-08-25,U1032,814
L958,2020-09-19,U1033,4043
L326,2022-07-06,U1034,3477
L026,2023-03-30,U1035,7839
L884,2024-02-06,U1036,9246
L051,2022-07-24,U1037,7810
L088,2023-01-06,U1038,1211
L091,2023-01-13,U1039,2396
L027,2020-12-14,U1040,9627
L341,2020-06-14,U1041,5566
L509,2021-05-18,U1042,8030
L635,2023-01-03,U1043,8381
L668,2022-02-26,U1044,3275
L190,2023-02-17,U1045,5545
L462,2020-07-04,U1046,8975
L283,2023-09-20,U1047,165
L020,2023-02-12,U1048,2216
L162,2023-02-23,U1049,7840
L329,2024-02-10,U1050,4832
L864,2023-11-27,U1051,8216
L539,2020-04-02,U1052,8277
L576,2022-03-17,U1053,6879
L509,2022-10-29,U1054,8820
L734,2020-03-08,U1055,6166
L529,2021-03-21,U1056,5976
L983,2021-02-10,U1057,7541
L334,2024-01-05,U1058,2313
L521,2022-06-20,U1059,1259
L326,2023-08-07,U1060,181
L290,2020-05-23,U1061,4122
L971,2023-04-27,U1062,1962
L861,2022-01-20,U1063,8362
L884,2021-01-18,U1064,7805
L294,2022-06-27,U1065,786
L037,2021-06-21,U1066,5371
L592,2021-12-14,U1067,4267
L261,2023-06-25,U1068,3951
L968,2021-10-03,U1069,7975
L415,2021-07-31,U1070,5235
L463,2021-12-26,U1071,1858
L794,2024-02-03,U1072,3856
L771,2021-07-30,U1073,8301
L421,2023-12-10,U1074,8243
L586,2021-02-17,U1075,6102
L499,2022-05-06,U1076,8816
L945,2020-05-05,U1077,4376
L417,2020-03-10,U1078,6622
L824,2021-07-09,U1079,8748
L320,2023-03-14,U1080,8554
L426,2020-03-26,U1081,5653
L799,2023-05-01,U1082,5111
L201,2020-09-23,U1083,202
L678,2021-12-27,U1084,7651
L040,2023-04-17,U1085,6999
L782,2022-08-28,U1086,5111
L402,2022-08-13,U1087,5995
L245,2020-03-31,U1088,6076
L073,2020-05-13,U1089,9063
L689,2023-04-21,U1090,4819
L128,2022-10-28,U1091,2827
L177,2023-04-22,U1092,1208
L262,2022-10-22,U1093,6053
L128,2020-08-07,U1094,949
L916,2020-04-15,U1095,3111
L197,2024-01-15,U1096,5984
L762,2023-06-13,U1097,558
L034,2023-09-14,U1098,8242
L012,2023-01-31,U1099,6608
L724,2021-03-20,U1100,213
L058,2023-11-16,U1101,3338
L139,2022-07-02,U1102,6459
L215,2021-03-03,U1103,8922
L549,2022-04-20,U1104,7925
L771,2020-06-20,U1105,4565
L585,2020-10-30,U1106,1274
L395,2021-05-06,U1107,7001
L018,2021-09-27,U1108,8146
L544,2022-09-12,U1109,8101
L502,2023-04-11,U1110,8003
L399,2020-03-14,U1111,4490
L436,2023-04-09,U1112,2431
L902,2021-12-09,U1113,1479
L001,2022-08-26,U1114,5708
L237,2023-09-13,U1115,634
L688,2023-01-15,U1116,2578
L751,2020-06-22,U1117,4654
L235,2022-02-10,U1118,2252
L464,2022-11-17,U1119,9400
L170,2022-06-17,U1120,4477
L861,2022-08-07,U1121,518
L367,2022-06-01,U1122,4444
L930,2021-11-24,U1123,1253
L829,2022-07-24,U1124,373
L967,2022-07-02,U1125,3807
L291,2021-12-24,U1126,6791
L248,2023-08-10,U1127,8746
L070,2022-04-22,U1128,1236
L705,2024-01-14,U1129,1344
L463,2020-03-20,U1130,997
L085,2023-11-13,U1131,2380
L073,2021-09-11,U1132,8260
L204,2023-12-14,U1133,8125
L359,2020-09-30,U1134,8851
L727,2021-01-18,U1135,5399
L443,2022-11-25,U1136,3429
L189,2021-07-08,U1137,6462
L324,2022-05-27,U1138,6966
L402,2023-06-15,U1139,2944
L488,2023-03-16,U1140,8716
L687,2020-11-03,U1141,4609
L630,2022-05-27,U1142,8612
L281,2022-08-11,U1143,7133
L015,2023-08-01,U1144,9819
L278,2022-12-25,U1145,9721
L078,2023-11-23,U1146,8340
L776,2021-04-24,U1147,5009
L482,2020-04-24,U1148,3041
L335,2021-08-19,U1149,1953
L254,2020-04-17,U1150,543
L773,2021-06-02,U1151,2241
L152,2021-11-30,U1152,5123
L073,2020-06-10,U1153,4639
L539,2022-11-06,U1154,3420
L636,2022-11-20,U1155,7062
L626,2020-06-04,U1156,6235
L581,2023-04-16,U1157,1565
L147,2020-12-12,U1158,6803
L648,2023-09-30,U1159,6332
L781,2021-08-02,U1160,2419
L091,2022-03-23,U1161,4829
L380,2022-08-03,U1162,112
L743,2022-03-29,U1163,8742
L075,2023-08-16,U1164,8971
L839,2022-12-22,U1165,818
L887,2021-05-14,U1166,5664
L403,2021-10-16,U1167,3107
L557,2020-11-25,U1168,5949
L470,2022-07-27,U1169,8445
L097,2023-04-11,U1170,3344
L339,2020-08-31,U1171,6674
L295,2021-01-04,U1172,7869
L218,2023-04-20,U1173,1952
L777,2020-08-13,U1174,9605
L666,2023-01-07,U1175,1778
L749,2021-09-05,U1176,4713
L105,2021-01-14,U1177,8075
L381,2021-07-10,U1178,2476
L323,2020-11-22,U1179,3603
L057,2022-08-11,U1180,4534
L623,2020-12-19,U1181,3749
L232,2022-04-12,U1182,7058
L998,2023-10-26,U1183,7835
L107,2020-05-01,U1184,6733
L304,2023-07-15,U1185,1532
L327,2020-03-27,U1186,5587
L349,2021-01-29,U1187,1976
L608,2020-07-08,U1188,1062
L491,2021-05-02,U1189,7336
L840,2022-06-25,U1190,6379
L084,2023-03-29,U1191,2085
L314,2021-04-25,U1192,1399
L758,2022-09-24,U1193,927
L031,2023-02-20,U1194,6706
L991,2020-06-08,U1195,302
L018,2020-04-06,U1196,2866
L766,2021-09-19,U1197,1158
L977,2021-07-28,U1198,3089
L969,2023-02-03,U1199,2492
L678,2023-12-16,U1200,854
L875,2020-04-12,U1201,2744
L070,2021-07-18,U1202,8158
L162,2023-10-16,U1203,7568
L876,2021-07-24,U1204,6036
L675,2024-01-15,U1205,9180
L963,2024-01-20,U1206,3187
L913,2020-03-13,U1207,3575
L931,2021-10-02,U1208,9095
L342,2022-08-04,U1209,7417
L076,2021-03-10,U1210,8765
L452,2021-12-01,U1211,4377
L067,2020-06-05,U1212,4869
L038,2023-09-29,U1213,9321
L617,2021-05-21,U1214,7513
L737,2021-08-09,U1215,5561
L077,2023-10-17,U1216,6088
L429,2022-03-02,U1217,4688
L059,2022-06-22,U1218,623
L393,2021-05-11,U1219,154
L826,2021-11-13,U1220,2806
L293,2022-01-13,U1221,2564
L627,2023-07-03,U1222,6330
L617,2021-10-17,U1223,896
L859,2023-07-12,U1224,3481
L072,2023-09-08,U1225,1493
L909,2022-06-09,U1226,820
L339,2021-07-13,U1227,2390
L289,2021-02-26,U1228,9878
L873,2022-10-03,U1229,5532
L792,2021-09-03,U1230,9768
L582,2023-12-07,U1231,1098
L405,2021-07-23,U1232,1376
L797,2022-02-01,U1233,6133
L565,2022-10-20,U1234,5892
L841,2022-09-12,U1235,3300
L881,2023-02-28,U1236,6696
L595,2023-09-05,U1237,2777
L322,2020-02-27,U1238,6056
L943,2024-01-16,U1239,8304
L051,2023-04-08,U1240,4053
L241,2023-11-26,U1241,9686
L840,2022-11-30,U1242,3778
L950,2021-11-13,U1243,2566
L343,2021-04-17,U1244,9963
L638,2022-07-20,U1245,6679
L042,2023-01-30,U1246,2754
L715,2021-03-17,U1247,9665
L126,2020-05-08,U1248,3685
L527,2020-06-08,U1249,582
L281,2023-09-28,U1250,8216
L821,2020-02-22,U1251,2066
L566,2023-09-15,U1252,432
L344,2021-04-15,U1253,1972
L418,2024-01-26,U1254,4271
L168,2021-06-29,U1255,1839
L073,2020-06-29,U1256,6353
L370,2023-07-10,U1257,8459
L193,2022-06-07,U1258,8829
L362,2020-08-11,U1259,7424
L791,2023-08-17,U1260,8360
L752,2023-11-28,U1261,3642
L312,2022-01-31,U1262,1808
L008,2024-01-31,U1263,801
L631,2021-07-10,U1264,9009
L227,2023-02-24,U1265,6342
L103,2021-12-11,U1266,790
L664,2022-08-19,U1267,5580
L375,2021-12-17,U1268,359
L607,2021-03-01,U1269,561
L838,2022-04-20,U1270,7958
L075,2020-09-01,U1271,6233
L220,2021-04-02,U1272,5117
L236,2021-07-22,U1273,4329
L575,2023-12-25,U1274,1519
L097,2022-08-27,U1275,3998
L104,2022-04-29,U1276,9471
L057,2022-12-14,U1277,9525
L049,2022-05-03,U1278,3463
L015,2020-02-24,U1279,2258
L196,2020-09-21,U1280,1303
L332,2023-09-18,U1281,1010
L639,2023-01-16,U1282,6217
L804,2020-06-19,U1283,4700
L776,2023-06-09,U1284,8736
L840,2020-06-21,U1285,6491
L964,2023-02-14,U1286,2129
L786,2023-12-21,U1287,8443
L351,2023-11-07,U1288,3602
L765,2021-08-25,U1289,3268
L800,2023-10-16,U1290,1834
L107,2023-12-20,U1291,2035
L051,2023-01-14,U1292,5273
L035,2023-06-19,U1293,9934
L949,2023-03-20,U1294,4459
L910,2022-01-27,U1295,7184
L120,2022-04-24,U1296,8316
L809,2024-01-06,U1297,2562
L567,2023-05-14,U1298,5241
L632,2024-01-29,U1299,3153
L185,2020-12-21,U1300,1504
L813,2022-08-21,U1301,9476
L215,2023-05-04,U1302,1143
L444,2022-11-16,U1303,8904
L396,2020-06-20,U1304,6178
L399,2022-03-19,U1305,8450
L920,2021-05-04,U1306,6425
L662,2023-06-14,U1307,1024
L982,2022-10-08,U1308,3767
L438,2023-07-30,U1309,4400
L625,2021-04-14,U1310,8504
L019,2022-05-25,U1311,9084
L463,2023-05-25,U1312,7066
L193,2023-05-26,U1313,6282
L520,2023-03-24,U1314,6375
L381,2021-05-20,U1315,769
L628,2023-09-10,U1316,4639
L484,2021-06-09,U1317,9547
L764,2023-02-16,U1318,9236
L208,2021-10-17,U1319,7103
L129,2021-08-17,U1320,7736
L310,2021-07-06,U1321,2189
L398,2022-11-12,U1322,8074
L313,2022-09-23,U1323,1585
L123,2022-03-06,U1324,7800
L439,2023-10-08,U1325,245
L795,2022-03-10,U1326,9713
L001,2021-04-04,U1327,5607
L348,2020-03-19,U1328,7794
L959,2020-09-22,U1329,751
L082,2022-04-06,U1330,3197
L770,2021-08-01,U1331,6454
L066,2020-11-27,U1332,6944
L982,2022-01-18,U1333,2781
L184,2022-06-15,U1334,8572
L193,2023-07-09,U1335,7836
L431,2020-08-05,U1336,6937
L126,2020-07-08,U1337,7208
L370,2021-05-04,U1338,9848
L803,2022-06-29,U1339,8276
L415,2023-04-17,U1340,6006
L620,2021-10-22,U1341,8681
L517,2023-03-04,U1342,3816
L407,2020-02-15,U1343,2709
L354,2021-10-19,U1344,4419
L547,2021-09-01,U1345,7657
L285,2021-02-01,U1346,8034
L123,2020-09-26,U1347,4491
L970,2023-12-07,U1348,1331
L499,2023-04-20,U1349,1858
L952,2022-06-02,U1350,2585
L785,2023-05-25,U1351,1707
L114,2021-07-09,U1352,162
L647,2020-04-30,U1353,3565
L001,2022-08-23,U1354,613
L949,2021-09-18,U1355,338
L980,2022-06-24,U1356,1586
L565,2020-06-08,U1357,937
L425,2021-02-20,U1358,4165
L021,2023-11-30,U1359,4233
L060,2022-02-03,U1360,5284
L745,2020-08-20,U1361,6683
L733,2020-06-12,U1362,7675
L630,2021-03-13,U1363,9045
L782,2021-06-27,U1364,1159
L790,2022-10-21,U1365,631
L813,2020-05-24,U1366,6689
L118,2020-12-23,U1367,2085
L711,2022-06-24,U1368,9717
L015,2020-03-30,U1369,4833
L886,2020-12-22,U1370,4962
L208,2022-09-06,U1371,5804
L238,2021-01-29,U1372,4778
L404,2022-08-17,U1373,6029
L831,2022-12-11,U1374,3138
L687,2021-05-03,U1375,8390
L382,2023-03-15,U1376,8051
L322,2022-12-06,U1377,3748
L538,2022-12-30,U1378,1878
L657,2023-10-08,U1379,5609
L832,2023-10-12,U1380,4110
L947,2020-11-18,U1381,5764
L678,2021-04-13,U1382,8159
L501,2022-06-05,U1383,3200
L909,2021-02-09,U1384,1067
L200,2022-11-26,U1385,4859
L976,2023-03-15,U1386,8785
L772,2023-12-12,U1387,3119
L067,2023-05-10,U1388,9408
L306,2020-12-07,U1389,4079
L205,2024-01-16,U1390,421
L259,2021-11-10,U1391,8396
L750,2023-11-26,U1392,9195
L077,2023-12-12,U1393,3789
L289,2022-10-05,U1394,6429
L343,2021-01-02,U1395,8741
L154,2021-04-04,U1396,948
L725,2023-02-20,U1397,832
L484,2021-07-19,U1398,5101
L557,2022-03-24,U1399,5254
L368,2023-10-05,U1400,9096
L345,2022-07-24,U1401,5066
L986,2023-11-26,U1402,1092
L080,2020-06-10,U1403,540
L104,2022-04-22,U1404,4177
L586,2020-06-02,U1405,3192
L830,2021-10-01,U1406,2609
L277,2020-08-26,U1407,6392
L395,2021-08-27,U1408,4193
L001,2023-02-20,U1409,1178
L973,2023-05-03,U1410,5363
L424,2022-02-04,U1411,7390
L032,2022-01-16,U1412,5146
L277,2022-09-13,U1413,2942
L606,2021-06-29,U1414,3512
L665,2022-10-20,U1415,6924
L854,2022-01-02,U1416,1273
L318,2020-03-31,U1417,6840
L184,2020-08-19,U1418,4580
L411,2022-02-16,U1419,7864
L679,2021-06-15,U1420,8782
L772,2021-03-26,U1421,9804
L245,2021-04-23,U1422,4095
L569,2020-08-25,U1423,2995
L067,2022-12-28,U1424,4094
L782,2023-12-14,U1425,3726
L274,2020-09-04,U1426,7611
L157,2020-04-13,U1427,6427
L464,2021-01-01,U1428,1357
L732,2020-03-05,U1429,8558
L694,2020-07-29,U1430,2035
L419,2022-07-10,U1431,6197
L280,2022-12-10,U1432,460
L188,2020-06-20,U1433,4410
L515,2020-08-07,U1434,1259
L564,2024-01-10,U1435,2012
L382,2021-01-31,U1436,7832
L105,2021-07-02,U1437,4218
L420,2022-08-12,U1438,458
L144,2023-12-09,U1439,6656
L199,2021-07-30,U1440,7058
L838,2021-10-28,U1441,5510
L684,2023-09-25,U1442,1680
L651,2023-09-23,U1443,2377
L006,2020-10-31,U1444,9831
L114,2021-10-24,U1445,2672
L623,2020-06-10,U1446,4148
L411,2021-10-27,U1447,9269
L013,2022-05-07,U1448,3773
L137,2021-12-20,U1449,6110
L913,2022-08-19,U1450,5795
L052,2021-02-02,U1451,5043
L324,2022-10-02,U1452,4143
L846,2023-09-14,U1453,7070
L180,2023-08-31,U1454,7049
L909,2021-08-24,U1455,584
L650,2020-04-09,U1456,8418
L928,2022-09-01,U1457,7151
L615,2021-12-15,U1458,929
L090,2022-08-12,U1459,4523
L486,2021-07-04,U1460,9871
L364,2022-02-05,U1461,3152
L378,2023-12-19,U1462,2702
L586,2021-07-25,U1463,8792
L211,2022-04-21,U1464,6408
L276,2023-02-01,U1465,9343
L430,2020-02-21,U1466,582
L301,2020-03-20,U1467,6005
L937,2022-06-27,U1468,4890
L117,2021-05-25,U1469,8684
L685,2020-09-30,U1470,6358
L886,2023-01-04,U1471,5690
L952,2021-07-25,U1472,3929
L978,2023-03-21,U1473,5061
L072,2022-07-20,U1474,6564
L653,2023-11-17,U1475,9136
L841,2023-12-25,U1476,2864
L691,2020-11-15,U1477,4431
L356,2021-01-25,U1478,7495
L762,2022-06-15,U1479,7990
L364,2020-11-20,U1480,1788
L668,2022-09-19,U1481,8518
L298,2021-02-14,U1482,9157
L336,2022-09-06,U1483,8872
L131,2023-08-16,U1484,8519
L962,2022-04-20,U1485,6341
L073,2020-11-06,U1486,7550
L168,2021-08-08,U1487,2464
L701,2022-11-28,U1488,1825
L036,2020-09-08,U1489,4905
L077,2023-09-09,U1490,3466
L182,2023-05-30,U1491,4759
L766,2020-08-27,U1492,7141
L154,2020-09-30,U1493,1369
L148,2022-08-24,U1494,3507
L386,2022-10-28,U1495,4175
L530,2020-11-05,U1496,5620
L082,2021-02-17,U1497,7498
L675,2020-02-18,U1498,4886
L664,2023-07-30,U1499,3312
L325,2020-07-10,U1500,3796
L463,2023-08-23,U1501,6099
L511,2023-10-13,U1502,5023
L882,2021-07-11,U1503,301
L154,2023-02-20,U1504,7210
L581,2021-03-08,U1505,964
L754,2022-11-18,U1506,3952
L473,2023-04-04,U1507,3663
L351,2020-12-16,U1508,3234
L487,2021-08-06,U1509,7301
L974,2021-10-13,U1510,8878
L706,2023-10-28,U1511,6572
L600,2023-10-14,U1512,3647
L411,2023-03-03,U1513,4276
L171,2021-11-28,U1514,7928
L091,2023-02-08,U1515,6513
L323,2021-10-27,U1516,1660
L042,2022-03-02,U1517,6089
L596,2020-09-06,U1518,7487
L293,2021-05-11,U1519,6589
L463,2022-05-07,U1520,2076
L715,2020-04-04,U1521,7235
L742,2022-06-29,U1522,6992
L152,2020-11-15,U1523,2801
L820,2024-01-08,U1524,5143
L623,2021-11-30,U1525,310
L960,2021-07-05,U1526,2684
L262,2022-11-14,U1527,4697
L514,2021-12-25,U1528,2189
L066,2022-03-01,U1529,9460
L077,2021-11-06,U1530,8403
L288,2020-09-18,U1531,3637
L355,2020-10-13,U1532,5106
L399,2023-09-08,U1533,5664
L241,2023-04-06,U1534,1107
L053,2021-08-02,U1535,5957
L700,2021-05-10,U1536,1491
L720,2022-04-24,U1537,8225
L623,2022-11-10,U1538,9874
L305,2021-01-26,U1539,3536
L945,2023-05-14,U1540,2954
L010,2022-11-17,U1541,2189
L828,2023-03-08,U1542,8167
L739,2022-05-16,U1543,2411
L904,2022-05-22,U1544,2689
L101,2024-01-26,U1545,9393
L878,2021-06-06,U1546,7395
L748,2020-06-30,U1547,2869
L536,2021-05-18,U1548,756
L238,2022-07-07,U1549,653
L119,2023-03-21,U1550,8834
L040,2022-05-02,U1551,8985
L520,2022-03-07,U1552,8608
L672,2022-05-30,U1553,8561
L733,2021-07-19,U1554,1562
L081,2020-07-21,U1555,9288
L103,2022-02-04,U1556,7114
L738,2023-11-29,U1557,7851
L561,2020-06-01,U1558,8453
L431,2022-12-07,U1559,8614
L108,2023-11-08,U1560,1528
L523,2021-04-03,U1561,2033
L323,2020-09-28,U1562,3785
L017,2020-04-13,U1563,3299
L092,2020-12-25,U1564,8454
L928,2023-03-18,U1565,344
L228,2021-05-09,U1566,4217
L703,2021-09-11,U1567,6747
L029,2020-03-26,U1568,8902
L554,2023-08-04,U1569,9871
L734,2020-06-10,U1570,3885
L383,2023-12-04,U1571,8728
L167,2023-12-14,U1572,6020
L911,2023-10-31,U1573,1474
L780,2023-12-17,U1574,8756
L539,2020-03-04,U1575,7123
L275,2020-03-15,U1576,1413
L641,2023-06-22,U1577,4448
L177,2020-10-11,U1578,3086
L301,2021-12-13,U1579,5979
L921,2022-07-31,U1580,8721
L730,2021-12-19,U1581,9004
L383,2022-06-15,U1582,2417
L215,2021-02-10,U1583,9907
L774,2022-11-02,U1584,744
L398,2022-05-26,U1585,1803
L795,2020-11-16,U1586,1179
L243,2021-06-28,U1587,3134
L034,2022-04-11,U1588,223
L883,2022-03-05,U1589,3516
L984,2020-03-02,U1590,7218
L227,2022-04-08,U1591,5238
L223,2020-08-14,U1592,980
L494,2022-09-11,U1593,9703
L582,2022-05-31,U1594,1622
L954,2022-11-25,U1595,3190
L858,2023-12-07,U1596,9286
L019,2023-06-14,U1597,6012
L578,2023-06-22,U1598,7979
L908,2023-05-08,U1599,8414
L241,2023-12-14,U1600,7933
L094,2023-07-20,U1601,6475
L644,2023-10-13,U1602,5822
L177,2023-09-06,U1603,9901
L750,2023-06-21,U1604,5918
L337,2021-08-04,U1605,8155
L393,2021-09-25,U1606,9058
L925,2022-03-05,U1607,802
L651,2020-09-23,U1608,1052
L142,2021-08-28,U1609,7769
L994,2021-12-21,U1610,9683
L825,2021-12-12,U1611,410
L333,2020-05-08,U1612,7414
L365,2023-08-28,U1613,6004
L616,2020-07-08,U1614,8105
L184,2022-12-07,U1615,8824
L733,2020-11-03,U1616,4935
L052,2020-05-11,U1617,7307
L889,2020-03-08,U1618,9828
L556,2021-09-23,U1619,2938
L271,2021-03-22,U1620,2253
L094,2023-05-13,U1621,3642
L869,2021-10-08,U1622,8352
L297,2020-05-14,U1623,9229
L587,2021-11-15,U1624,1489
L504,2022-08-25,U1625,3421
L235,2020-07-18,U1626,7592
L150,2022-10-11,U1627,9694
L275,2022-08-24,U1628,2522
L998,2021-09-30,U1629,6219
L842,2021-10-19,U1630,3122
L637,2022-09-21,U1631,8924
L349,2021-09-18,U1632,3623
L112,2022-03-29,U1633,6976
L338,2023-05-22,U1634,8073
L960,2020-02-25,U1635,2648
L470,2021-02-27,U1636,5836
L472,2023-07-13,U1637,1085
L658,2020-04-22,U1638,3865
L938,2021-07-24,U1639,7348
L099,2020-08-01,U1640,290
L767,2020-09-29,U1641,8985
L094,2021-06-12,U1642,1472
L668,2023-08-18,U1643,2800
L573,2023-02-02,U1644,1940
L612,2023-11-12,U1645,9681
L995,2020-10-27,U1646,448
L368,2022-04-19,U1647,3495
L044,2024-01-29,U1648,7398
L202,2021-04-13,U1649,315
L297,2021-09-30,U1650,8472
L880,2022-03-10,U1651,9893
L373,2022-02-03,U1652,6843
L882,2023-05-02,U1653,2109
L145,2021-02-23,U1654,1587
L813,2021-09-08,U1655,7303
L241,2023-12-23,U1656,3644
L005,2022-02-20,U1657,4946
L607,2020-04-29,U1658,7846
L865,2023-09-05,U1659,2825
L423,2021-10-20,U1660,138
L905,2021-02-17,U1661,6175
L541,2021-05-26,U1662,9323
L923,2023-11-22,U1663,4521
L871,2020-11-18,U1664,1495
L195,2023-03-04,U1665,1144
L236,2023-12-25,U1666,6805
L322,2023-06-17,U1667,4528
L998,2023-04-21,U1668,2450
L648,2021-09-07,U1669,4181
L610,2022-06-06,U1670,5853
L071,2021-03-18,U1671,1522
L052,2022-05-12,U1672,8000
L042,2020-04-22,U1673,6911
L891,2023-01-17,U1674,4834
L126,2022-07-30,U1675,5925
L177,2023-10-14,U1676,7887
L965,2022-07-03,U1677,4378
L732,2023-12-20,U1678,6295
L272,2022-07-13,U1679,2743
L543,2021-06-15,U1680,8263
L798,2022-12-30,U1681,1674
L417,2022-09-13,U1682,3112
L370,2020-07-01,U1683,4908
L182,2023-12-20,U1684,9365
L220,2022-04-29,U1685,1690
L734,2022-12-05,U1686,6245
L787,2022-11-18,U1687,376
L297,2023-11-23,U1688,1318
L075,2023-12-14,U1689,5047
L596,2021-12-13,U1690,4183
L293,2022-03-16,U1691,1289
L820,2023-06-27,U1692,581
L686,2020-08-11,U1693,6315
L116,2023-09-05,U1694,1043
L204,2020-08-10,U1695,5525
L897,2020-05-07,U1696,6479
L044,2020-04-22,U1697,6868
L047,2022-11-08,U1698,1183
L791,2020-12-09,U1699,4464
L126,2023-01-21,U1700,8425
L495,2021-08-12,U1701,3409
L688,2020-06-29,U1702,5054
L480,2020-06-11,U1703,8413
L553,2022-08-31,U1704,7220
L508,2021-12-01,U1705,269
L393,2022-04-29,U1706,3858
L901,2020-03-30,U1707,7657
L674,2022-05-21,U1708,4604
L368,2023-01-31,U1709,8883
L841,2021-07-27,U1710,411
L816,2020-04-24,U1711,7247
L527,2021-06-16,U1712,1348
