calling_line_id,called_line_id,start_time,call_id,duration
L115,L315,2023-08-31,CAL2564,132
L805,L904,2023-04-18,CAL2565,1920
L752,L520,2019-12-17,CAL2566,2470
L498,L747,2022-05-07,CAL2567,547
L294,L135,2021-06-19,CAL2568,934
L610,L188,2023-06-09,CAL2569,1338
L682,L547,2021-12-07,CAL2570,539
L706,L068,2020-07-30,CAL2571,875
L176,L006,2020-10-03,CAL2572,3458
L966,L268,2021-01-16,CAL2573,2071
L715,L031,2022-06-21,CAL2574,2585
L054,L959,2021-03-22,CAL2575,280
L855,L642,2020-03-12,CAL2576,3067
L534,L516,2023-09-19,CAL2577,734
L143,L186,2023-03-07,CAL2578,1632
L247,L916,2023-08-10,CAL2579,3289
L517,L886,2023-11-09,CAL2580,1090
L904,L672,2019-11-12,CAL2581,2634
L275,L497,2023-07-09,CAL2582,751
L349,L736,2020-09-02,CAL2583,726
L335,L839,2022-05-30,CAL2584,2083
L429,L856,2021-03-25,CAL2585,288
L224,L168,2019-08-04,CAL2586,442
L726,L167,2020-02-08,CAL2587,3384
L990,L571,2020-12-23,CAL2588,1383
L426,L507,2022-12-15,CAL2589,1678
L760,L773,2019-03-11,CAL2590,2062
L614,L282,2021-10-12,CAL2591,2144
L886,L798,2023-01-03,CAL2592,221
L004,L948,2021-12-09,CAL2593,3156
L705,L854,2019-08-19,CAL2594,3109
L267,L423,2023-12-26,CAL2595,713
L450,L815,2022-11-11,CAL2596,557
L663,L724,2020-04-23,CAL2597,2675
L002,L971,2022-12-27,CAL2598,1110
L235,L571,2019-08-12,CAL2599,2836
L536,L235,2019-04-28,CAL2600,1518
L225,L791,2020-05-13,CAL2601,2468
L101,L991,2020-02-17,CAL2602,2052
L907,L267,2022-11-08,CAL2603,2656
L557,L866,2020-09-19,CAL2604,2826
L370,L879,2019-10-12,CAL2605,2271
L456,L456,2021-04-16,CAL2606,1447
L906,L178,2020-02-26,CAL2607,3118
L276,L267,2022-09-26,CAL2608,1014
L523,L875,2020-09-12,CAL2609,1306
L569,L639,2024-01-08,CAL2610,2882
L661,L923,2020-06-03,CAL2611,1618
L831,L242,2021-04-16,CAL2612,3409
L131,L178,2021-06-02,CAL2613,1106
L253,L215,2021-09-12,CAL2614,1567
L841,L224,2020-11-19,CAL2615,1626
L415,L716,2021-06-25,CAL2616,371
L096,L086,2023-07-04,CAL2617,1268
L210,L463,2019-02-17,CAL2618,1312
L597,L834,2020-07-24,CAL2619,2939
L189,L702,2023-07-05,CAL2620,1584
L988,L788,2021-12-14,CAL2621,2360
L626,L987,2022-12-21,CAL2622,2029
L603,L317,2020-07-04,CAL2623,2887
L449,L642,2020-08-30,CAL2624,940
L654,L052,2023-09-20,CAL2625,2977
L449,L887,2020-01-27,CAL2626,1374
L092,L326,2019-05-18,CAL2627,2745
L279,L591,2023-04-24,CAL2628,2410
L434,L586,2022-01-02,CAL2629,2629
L549,L754,2019-04-23,CAL2630,728
L601,L373,2021-04-15,CAL2631,2876
L424,L712,2019-04-19,CAL2632,1342
L700,L422,2023-01-25,CAL2633,2721
L378,L507,2024-02-05,CAL2634,1112
L257,L899,2023-10-12,CAL2635,1690
L407,L820,2020-12-12,CAL2636,2981
L052,L515,2023-05-25,CAL2637,2910
L726,L106,2023-08-07,CAL2638,944
L430,L216,2020-10-07,CAL2639,2365
L527,L377,2022-07-22,CAL2640,3064
L064,L479,2019-03-12,CAL2641,1015
L368,L533,2019-11-26,CAL2642,1604
L781,L936,2024-02-01,CAL2643,2911
L174,L078,2019-04-23,CAL2644,1769
L721,L492,2020-05-24,CAL2645,2465
L720,L457,2021-07-24,CAL2646,135
L449,L826,2023-08-08,CAL2647,2732
L454,L990,2022-10-22,CAL2648,362
L506,L340,2024-01-06,CAL2649,2130
L190,L656,2019-03-12,CAL2650,2750
L120,L976,2023-04-29,CAL2651,576
L477,L893,2022-11-28,CAL2652,270
L833,L685,2021-11-07,CAL2653,2331
L434,L294,2022-11-11,CAL2654,3231
L254,L980,2021-11-11,CAL2655,621
L669,L797,2021-02-01,CAL2656,1724
L589,L564,2021-08-11,CAL2657,593
L007,L417,2019-09-04,CAL2658,2928
L675,L326,2021-06-19,CAL2659,104
L385,L186,2022-05-27,CAL2660,2588
L681,L263,2021-02-23,CAL2661,686
L445,L362,2023-05-19,CAL2662,2982
L033,L849,2019-02-16,CAL2663,196
L283,L857,2021-07-27,CAL2664,421
L841,L395,2019-10-08,CAL2665,2081
L274,L903,2021-05-22,CAL2666,1103
L092,L965,2022-01-22,CAL2667,1052
L259,L123,2023-10-20,CAL2668,1752
L803,L362,2021-11-08,CAL2669,1744
L478,L842,2021-03-16,CAL2670,1494
L513,L175,2023-03-30,CAL2671,1608
L978,L567,2021-08-22,CAL2672,2824
L398,L458,2021-09-03,CAL2673,3104
L740,L922,2023-09-03,CAL2674,46
L699,L713,2019-03-14,CAL2675,3535
L851,L727,2019-05-26,CAL2676,3541
L789,L858,2022-02-24,CAL2677,2802
L248,L069,2021-12-15,CAL2678,375
L301,L654,2019-05-21,CAL2679,2004
L661,L812,2021-07-15,CAL2680,997
L776,L960,2020-08-27,CAL2681,2192
L109,L923,2019-05-29,CAL2682,1624
L675,L682,2022-05-10,CAL2683,969
L580,L446,2022-02-25,CAL2684,3522
L390,L249,2019-10-20,CAL2685,3334
L043,L193,2021-02-22,CAL2686,2271
L482,L614,2022-09-10,CAL2687,318
L551,L017,2021-02-21,CAL2688,928
L481,L249,2019-03-19,CAL2689,2751
L771,L713,2024-01-11,CAL2690,2269
L403,L905,2023-04-22,CAL2691,1098
L850,L957,2020-01-01,CAL2692,3433
L403,L285,2019-07-24,CAL2693,1421
L793,L393,2019-07-11,CAL2694,65
L356,L683,2020-05-20,CAL2695,3110
L154,L525,2021-08-08,CAL2696,2868
L979,L559,2022-12-24,CAL2697,674
L588,L153,2019-09-06,CAL2698,266
L148,L783,2022-06-24,CAL2699,3217
L069,L218,2023-03-19,CAL2700,510
L517,L145,2022-06-18,CAL2701,353
L098,L295,2023-10-18,CAL2702,408
L874,L555,2023-06-22,CAL2703,266
L150,L960,2020-02-27,CAL2704,3290
L124,L353,2023-09-15,CAL2705,1569
L173,L590,2022-10-09,CAL2706,2390
L486,L413,2022-01-14,CAL2707,1168
L995,L992,2021-08-08,CAL2708,2454
L814,L355,2021-11-18,CAL2709,3279
L414,L491,2023-11-21,CAL2710,3064
L048,L224,2019-06-16,CAL2711,3331
L326,L423,2022-01-11,CAL2712,1461
L591,L665,2021-05-11,CAL2713,2516
L328,L060,2020-05-19,CAL2714,957
L119,L655,2021-08-02,CAL2715,379
L345,L479,2020-05-31,CAL2716,3433
L582,L985,2019-08-12,CAL2717,1126
L861,L743,2020-03-10,CAL2718,2295
L035,L753,2022-05-18,CAL2719,2340
L227,L656,2020-01-19,CAL2720,627
L051,L899,2019-07-22,CAL2721,1627
L389,L060,2019-03-14,CAL2722,3465
L309,L592,2021-01-18,CAL2723,1918
L468,L817,2019-07-18,CAL2724,830
L938,L283,2021-06-22,CAL2725,222
L789,L128,2023-07-28,CAL2726,3373
L083,L276,2021-07-29,CAL2727,2293
L252,L042,2024-01-21,CAL2728,3251
L618,L094,2022-12-06,CAL2729,318
L139,L763,2023-10-21,CAL2730,2879
L217,L398,2019-11-13,CAL2731,2823
L022,L314,2019-07-12,CAL2732,3280
L401,L356,2022-11-24,CAL2733,345
L463,L683,2021-12-05,CAL2734,1234
L768,L420,2023-04-25,CAL2735,1174
L029,L069,2019-08-23,CAL2736,1605
L570,L237,2023-12-22,CAL2737,2710
L531,L676,2023-01-04,CAL2738,1416
L533,L200,2020-08-22,CAL2739,3014
L306,L701,2019-04-16,CAL2740,864
L486,L934,2022-03-11,CAL2741,3473
L759,L302,2020-09-14,CAL2742,2295
L149,L950,2019-09-04,CAL2743,3052
L261,L721,2019-06-03,CAL2744,194
L820,L726,2020-08-17,CAL2745,269
L648,L540,2019-08-15,CAL2746,2769
L643,L956,2023-05-02,CAL2747,1361
L164,L282,2021-12-01,CAL2748,2857
L089,L493,2019-11-26,CAL2749,1171
L099,L314,2021-09-24,CAL2750,3039
L053,L392,2020-11-28,CAL2751,723
L613,L114,2022-06-23,CAL2752,1293
L543,L690,2019-12-13,CAL2753,2283
L717,L998,2019-02-28,CAL2754,1953
L721,L079,2023-05-31,CAL2755,374
L967,L899,2023-03-27,CAL2756,2180
L476,L498,2022-05-23,CAL2757,3503
L193,L159,2020-05-22,CAL2758,2487
L450,L309,2023-01-25,CAL2759,2128
L408,L761,2019-11-24,CAL2760,1675
L089,L400,2023-06-22,CAL2761,652
L191,L113,2022-07-22,CAL2762,2949
L304,L303,2020-10-19,CAL2763,3466
L666,L203,2023-10-15,CAL2764,862
L310,L171,2020-06-03,CAL2765,2270
L666,L321,2023-06-07,CAL2766,3027
L809,L018,2023-04-26,CAL2767,677
L356,L676,2020-03-06,CAL2768,1939
L285,L846,2023-05-12,CAL2769,1275
L688,L524,2024-01-03,CAL2770,2072
L751,L266,2020-12-23,CAL2771,2046
L133,L457,2023-05-25,CAL2772,423
L083,L875,2023-10-15,CAL2773,1834
L282,L635,2019-02-16,CAL2774,3254
L784,L426,2023-04-26,CAL2775,1897
L825,L023,2023-07-04,CAL2776,784
L601,L725,2023-12-15,CAL2777,463
L536,L831,2019-12-26,CAL2778,1883
L038,L126,2020-05-14,CAL2779,361
L833,L112,2022-12-24,CAL2780,204
L407,L975,2023-04-17,CAL2781,446
L867,L133,2019-03-15,CAL2782,2504
L276,L407,2021-06-01,CAL2783,2876
L084,L728,2021-12-10,CAL2784,1030
L670,L001,2020-03-07,CAL2785,2009
L060,L965,2020-10-01,CAL2786,3053
L533,L635,2021-09-18,CAL2787,1575
L558,L660,2020-03-15,CAL2788,1438
L887,L853,2021-12-16,CAL2789,3454
L997,L724,2022-01-21,CAL2790,667
L087,L393,2021-07-21,CAL2791,662
L787,L361,2021-07-14,CAL2792,1575
L315,L997,2022-10-03,CAL2793,2685
L741,L151,2024-02-02,CAL2794,145
L943,L090,2020-08-01,CAL2795,1567
L062,L749,2019-11-02,CAL2796,662
L258,L132,2023-07-23,CAL2797,3246
L629,L661,2021-01-26,CAL2798,977
L377,L791,2020-09-01,CAL2799,1626
L329,L060,2019-08-13,CAL2800,70
L524,L242,2021-05-16,CAL2801,2980
L307,L640,2021-11-07,CAL2802,2820
L633,L795,2023-09-07,CAL2803,1189
L035,L966,2019-12-07,CAL2804,3529
L872,L627,2024-02-12,CAL2805,353
L344,L607,2023-10-25,CAL2806,1220
L562,L271,2022-10-11,CAL2807,940
L940,L124,2021-02-25,CAL2808,1164
L257,L849,2021-08-13,CAL2809,1218
L412,L115,2023-09-02,CAL2810,1950
L813,L122,2023-02-08,CAL2811,254
L247,L020,2023-01-04,CAL2812,2303
L903,L227,2022-10-07,CAL2813,378
L356,L679,2020-05-20,CAL2814,1861
L004,L231,2022-12-09,CAL2815,430
L807,L754,2022-10-25,CAL2816,2116
L813,L151,2023-02-03,CAL2817,2459
L044,L989,2021-05-12,CAL2818,273
L184,L206,2021-11-25,CAL2819,2920
L461,L271,2019-07-11,CAL2820,1071
L052,L958,2022-08-06,CAL2821,1719
L095,L895,2022-11-10,CAL2822,282
L440,L108,2020-09-21,CAL2823,1812
L604,L605,2022-11-09,CAL2824,3109
L752,L420,2019-08-30,CAL2825,1352
L289,L402,2019-07-04,CAL2826,1930
L896,L557,2021-01-09,CAL2827,3082
L398,L681,2020-03-16,CAL2828,2871
L376,L276,2019-04-27,CAL2829,2216
L916,L595,2019-09-13,CAL2830,2195
L125,L023,2022-05-16,CAL2831,1346
L725,L689,2022-10-02,CAL2832,417
L354,L067,2021-06-01,CAL2833,1812
L346,L521,2019-09-22,CAL2834,1044
L961,L999,2023-07-07,CAL2835,1983
L211,L028,2023-12-06,CAL2836,1384
L235,L226,2020-11-10,CAL2837,543
L519,L114,2020-10-23,CAL2838,33
L793,L862,2020-08-03,CAL2839,1687
L970,L816,2022-07-10,CAL2840,1655
L618,L656,2020-02-23,CAL2841,1281
L247,L622,2022-08-17,CAL2842,2047
L303,L774,2024-01-23,CAL2843,3458
L199,L371,2019-12-12,CAL2844,2092
L565,L634,2023-01-17,CAL2845,2113
L697,L156,2022-02-15,CAL2846,1121
L725,L507,2019-03-25,CAL2847,1115
L681,L899,2020-07-04,CAL2848,1834
L787,L503,2023-06-10,CAL2849,2115
L108,L060,2020-01-13,CAL2850,619
L706,L762,2023-09-25,CAL2851,1594
L145,L747,2020-11-03,CAL2852,2903
L480,L782,2019-11-13,CAL2853,2987
L325,L790,2019-12-08,CAL2854,1712
L730,L867,2022-10-16,CAL2855,3404
L268,L489,2020-03-08,CAL2856,1635
L332,L343,2021-03-30,CAL2857,2448
L844,L403,2021-08-10,CAL2858,743
L420,L700,2021-10-20,CAL2859,2116
L577,L066,2023-02-14,CAL2860,367
L241,L650,2022-08-04,CAL2861,126
L081,L220,2021-09-09,CAL2862,1300
L280,L126,2021-03-24,CAL2863,501
L310,L435,2023-03-03,CAL2864,158
L908,L212,2022-11-15,CAL2865,2130
L708,L860,2019-09-19,CAL2866,1110
L258,L855,2020-05-22,CAL2867,608
L519,L006,2022-12-27,CAL2868,1388
L338,L143,2021-03-10,CAL2869,93
L915,L514,2019-04-05,CAL2870,3389
L268,L267,2021-07-27,CAL2871,2238
L351,L212,2022-09-30,CAL2872,895
L773,L369,2020-09-30,CAL2873,1215
L536,L820,2021-01-03,CAL2874,1831
L187,L009,2022-11-30,CAL2875,2522
L647,L199,2023-08-07,CAL2876,915
L292,L629,2021-06-27,CAL2877,956
L255,L790,2023-08-01,CAL2878,85
L618,L453,2020-10-08,CAL2879,3308
L878,L157,2022-03-10,CAL2880,3390
L354,L188,2020-08-22,CAL2881,926
L476,L557,2022-04-02,CAL2882,708
L956,L150,2020-03-17,CAL2883,391
L114,L476,2022-05-07,CAL2884,1155
L971,L795,2022-10-08,CAL2885,1029
L457,L011,2020-08-12,CAL2886,1891
L099,L844,2023-11-20,CAL2887,2974
L326,L462,2020-12-07,CAL2888,975
L462,L348,2024-02-12,CAL2889,44
L352,L263,2023-11-22,CAL2890,1784
L188,L587,2019-08-19,CAL2891,1214
L734,L310,2022-07-21,CAL2892,2633
L959,L991,2019-08-15,CAL2893,1727
L603,L413,2019-09-26,CAL2894,1228
L060,L645,2023-03-13,CAL2895,2468
L169,L099,2023-04-11,CAL2896,3460
L357,L369,2019-10-21,CAL2897,2855
L093,L886,2022-10-25,CAL2898,1982
L595,L782,2021-10-26,CAL2899,846
L081,L743,2021-05-29,CAL2900,1457
L381,L403,2021-12-16,CAL2901,1854
L184,L748,2023-09-16,CAL2902,1818
L709,L126,2021-02-19,CAL2903,2179
L368,L289,2019-06-24,CAL2904,230
L281,L232,2023-12-22,CAL2905,3074
L807,L613,2022-06-26,CAL2906,531
L605,L692,2021-11-14,CAL2907,2826
L443,L892,2019-11-13,CAL2908,448
L856,L976,2020-07-04,CAL2909,2131
L799,L967,2019-10-11,CAL2910,1627
L372,L056,2020-04-08,CAL2911,2897
L690,L820,2023-12-14,CAL2912,2356
L512,L822,2022-02-27,CAL2913,2086
L502,L801,2024-02-04,CAL2914,3521
L303,L251,2019-07-05,CAL2915,2653
L958,L599,2022-09-02,CAL2916,2176
L819,L140,2019-03-13,CAL2917,1287
L069,L426,2019-06-06,CAL2918,1440
L105,L940,2023-06-28,CAL2919,2627
L992,L714,2022-05-03,CAL2920,1185
L321,L350,2020-05-23,CAL2921,49
L923,L282,2021-12-17,CAL2922,3557
L239,L480,2020-03-25,CAL2923,1646
L697,L139,2023-02-02,CAL2924,1202
L648,L136,2023-01-14,CAL2925,1012
L201,L979,2022-09-13,CAL2926,1582
L884,L330,2022-08-30,CAL2927,770
L195,L837,2022-12-06,CAL2928,1217
L710,L593,2021-10-24,CAL2929,2648
L446,L311,2020-12-28,CAL2930,1949
L584,L861,2021-07-27,CAL2931,1750
L962,L460,2023-06-09,CAL2932,1700
L884,L483,2019-07-12,CAL2933,643
L577,L546,2022-06-25,CAL2934,2106
L439,L425,2019-08-23,CAL2935,1569
L122,L663,2019-04-03,CAL2936,3149
L366,L306,2020-04-03,CAL2937,481
L246,L081,2023-02-02,CAL2938,3214
L897,L091,2019-11-04,CAL2939,1634
L380,L741,2020-06-05,CAL2940,1828
L844,L442,2022-10-18,CAL2941,1834
L461,L671,2019-05-26,CAL2942,143
L158,L918,2019-10-23,CAL2943,2892
L231,L602,2019-03-29,CAL2944,3295
L237,L482,2019-04-04,CAL2945,2318
L718,L373,2020-04-23,CAL2946,1557
L083,L517,2019-05-01,CAL2947,398
L726,L208,2021-03-19,CAL2948,2874
L696,L465,2021-03-12,CAL2949,2117
L179,L168,2023-04-05,CAL2950,704
L730,L303,2019-07-20,CAL2951,868
L475,L236,2023-12-10,CAL2952,2920
L299,L992,2024-01-14,CAL2953,1904
L604,L340,2020-03-11,CAL2954,1867
L409,L281,2021-11-07,CAL2955,1893
L006,L524,2019-09-28,CAL2956,400
L308,L247,2023-09-23,CAL2957,2840
L937,L436,2020-08-16,CAL2958,817
L661,L268,2023-07-02,CAL2959,1426
L491,L542,2023-04-26,CAL2960,1512
L556,L435,2020-06-29,CAL2961,98
L663,L050,2023-01-13,CAL2962,3268
L391,L176,2022-06-16,CAL2963,744
L952,L753,2020-08-27,CAL2964,2553
L726,L034,2021-10-08,CAL2965,2364
L639,L538,2021-05-07,CAL2966,1818
L525,L982,2021-07-01,CAL2967,940
L059,L070,2023-01-12,CAL2968,1345
L996,L024,2020-11-05,CAL2969,102
L877,L895,2019-05-01,CAL2970,2307
L773,L999,2021-10-08,CAL2971,68
L487,L314,2020-06-27,CAL2972,44
L028,L871,2023-03-05,CAL2973,722
L849,L452,2023-03-12,CAL2974,1679
L760,L760,2021-12-09,CAL2975,419
L898,L629,2019-04-22,CAL2976,561
L910,L055,2021-04-21,CAL2977,2392
L367,L763,2022-11-05,CAL2978,3005
L445,L227,2020-11-21,CAL2979,1076
L842,L308,2020-03-01,CAL2980,3128
L851,L729,2022-06-05,CAL2981,1835
L557,L423,2024-01-20,CAL2982,3359
L171,L539,2021-11-19,CAL2983,3084
L828,L016,2022-04-20,CAL2984,2043
L901,L892,2022-11-21,CAL2985,740
L871,L142,2021-09-29,CAL2986,1872
L891,L815,2019-02-14,CAL2987,196
L717,L740,2023-12-17,CAL2988,3271
L851,L563,2024-01-25,CAL2989,2250
L947,L018,2022-01-04,CAL2990,1831
L022,L182,2023-12-09,CAL2991,2845
L374,L482,2022-09-22,CAL2992,2935
L866,L821,2019-02-16,CAL2993,3429
L278,L441,2019-04-30,CAL2994,2247
L270,L954,2023-05-31,CAL2995,3432
L967,L163,2023-01-26,CAL2996,3378
L983,L325,2022-10-10,CAL2997,1794
L654,L330,2020-02-23,CAL2998,1854
L780,L245,2021-10-09,CAL2999,928
L963,L311,2021-10-28,CAL3000,3066
L984,L221,2019-06-24,CAL3001,441
L027,L653,2022-06-18,CAL3002,453
L417,L644,2022-02-03,CAL3003,3074
L157,L895,2019-11-16,CAL3004,2253
L617,L944,2022-06-15,CAL3005,728
L891,L415,2019-09-04,CAL3006,2596
L489,L343,2022-06-12,CAL3007,1125
L114,L927,2021-01-31,CAL3008,2505
L489,L492,2020-06-22,CAL3009,692
L397,L813,2022-10-25,CAL3010,2316
L077,L524,2021-02-09,CAL3011,570
L036,L269,2019-06-14,CAL3012,2043
L691,L459,2021-12-05,CAL3013,1299
L272,L403,2023-01-05,CAL3014,3036
L794,L016,2022-05-15,CAL3015,3526
L331,L639,2020-10-06,CAL3016,3324
L502,L394,2023-07-24,CAL3017,2481
L363,L263,2022-07-09,CAL3018,3538
L471,L858,2020-01-29,CAL3019,3519
L790,L417,2023-01-18,CAL3020,3095
L286,L760,2022-10-13,CAL3021,1692
L004,L768,2021-04-22,CAL3022,218
L376,L358,2020-07-11,CAL3023,854
L137,L367,2019-04-24,CAL3024,2878
L359,L478,2019-05-17,CAL3025,1582
L220,L679,2022-04-12,CAL3026,696
L610,L332,2022-01-12,CAL3027,2969
L439,L727,2019-08-07,CAL3028,2550
L463,L722,2019-08-01,CAL3029,419
L937,L167,2021-05-28,CAL3030,2470
L949,L406,2021-11-06,CAL3031,1656
L500,L210,2023-09-21,CAL3032,3206
L832,L609,2019-10-05,CAL3033,1078
L123,L833,2020-09-28,CAL3034,1082
L624,L935,2020-09-23,CAL3035,188
L310,L342,2021-08-26,CAL3036,1065
L392,L388,2022-01-13,CAL3037,2154
L353,L698,2021-06-26,CAL3038,222
L424,L640,2022-09-07,CAL3039,2984
L534,L670,2020-07-28,CAL3040,2494
L547,L182,2021-11-26,CAL3041,2130
L031,L996,2022-02-28,CAL3042,2567
L537,L160,2022-05-16,CAL3043,335
L490,L819,2019-04-23,CAL3044,123
L933,L075,2019-11-18,CAL3045,3107
L346,L735,2023-10-18,CAL3046,429
L885,L438,2020-12-05,CAL3047,1772
L276,L252,2022-06-13,CAL3048,2373
L571,L957,2020-01-20,CAL3049,1726
L732,L546,2021-09-24,CAL3050,2766
L215,L769,2019-08-30,CAL3051,1793
L258,L243,2023-11-11,CAL3052,2214
L300,L176,2022-05-24,CAL3053,2303
L281,L063,2021-05-04,CAL3054,3256
L378,L146,2023-09-10,CAL3055,2675
L098,L229,2020-02-09,CAL3056,674
L735,L330,2021-01-11,CAL3057,41
L212,L162,2019-03-21,CAL3058,2670
L034,L654,2019-05-15,CAL3059,1614
L637,L122,2021-03-15,CAL3060,336
L785,L377,2019-03-29,CAL3061,1271
L645,L033,2023-12-24,CAL3062,319
L861,L688,2022-08-12,CAL3063,2307
L093,L702,2020-02-06,CAL3064,3033
L126,L260,2022-02-14,CAL3065,1503
L725,L925,2024-02-11,CAL3066,1342
L332,L966,2021-07-31,CAL3067,1016
L939,L023,2021-05-27,CAL3068,1807
L234,L521,2023-02-17,CAL3069,1649
L878,L027,2023-04-01,CAL3070,1883
L680,L598,2020-01-20,CAL3071,3293
L669,L196,2023-08-30,CAL3072,1263
L774,L885,2022-01-10,CAL3073,547
L527,L023,2023-11-14,CAL3074,2885
L060,L424,2022-05-24,CAL3075,1662
L808,L609,2023-07-30,CAL3076,3110
L364,L497,2021-11-23,CAL3077,2952
L635,L959,2019-04-18,CAL3078,1764
L879,L139,2019-10-03,CAL3079,1473
L375,L477,2022-10-08,CAL3080,698
L171,L961,2022-02-18,CAL3081,932
L738,L284,2023-08-18,CAL3082,1140
L915,L206,2022-07-24,CAL3083,445
L602,L266,2022-04-03,CAL3084,1726
L741,L455,2022-11-19,CAL3085,1455
L679,L267,2019-10-08,CAL3086,449
L833,L484,2023-06-29,CAL3087,2739
L317,L033,2020-06-06,CAL3088,446
L910,L405,2022-10-10,CAL3089,1053
L596,L116,2022-03-28,CAL3090,1386
L566,L244,2021-08-12,CAL3091,1505
L504,L938,2023-09-04,CAL3092,82
L105,L444,2022-05-08,CAL3093,3562
L411,L849,2020-03-22,CAL3094,1195
L824,L166,2019-12-17,CAL3095,1453
L280,L133,2024-02-12,CAL3096,1372
L898,L541,2019-02-17,CAL3097,3266
L856,L457,2022-08-23,CAL3098,3058
L740,L761,2020-03-21,CAL3099,918
L085,L409,2023-11-25,CAL3100,1223
L609,L009,2020-01-05,CAL3101,1811
L929,L861,2019-10-07,CAL3102,392
L338,L193,2019-11-15,CAL3103,214
L530,L968,2022-12-28,CAL3104,1899
L628,L315,2023-09-09,CAL3105,1694
L264,L487,2022-10-22,CAL3106,62
L533,L855,2020-04-08,CAL3107,2290
L525,L846,2020-10-12,CAL3108,2139
L660,L863,2023-06-21,CAL3109,2393
L656,L830,2023-04-20,CAL3110,1896
L157,L975,2020-11-19,CAL3111,1712
L474,L952,2023-01-25,CAL3112,2674
L916,L017,2021-01-31,CAL3113,1238
L248,L705,2023-01-31,CAL3114,2094
L992,L927,2022-03-10,CAL3115,2116
L113,L569,2023-02-25,CAL3116,834
L266,L718,2021-08-19,CAL3117,1832
L373,L124,2023-12-12,CAL3118,58
L769,L456,2020-03-27,CAL3119,3289
L835,L451,2022-07-01,CAL3120,2575
L569,L625,2023-11-12,CAL3121,793
L777,L882,2024-01-03,CAL3122,2635
L151,L791,2021-01-20,CAL3123,2238
L046,L225,2019-05-31,CAL3124,2548
L432,L250,2023-11-06,CAL3125,1340
L440,L726,2022-07-08,CAL3126,274
L010,L469,2020-04-18,CAL3127,2490
L371,L537,2023-07-17,CAL3128,608
L874,L018,2020-03-28,CAL3129,468
L969,L408,2020-10-17,CAL3130,2805
L250,L825,2022-07-18,CAL3131,1043
L360,L186,2022-10-21,CAL3132,298
L773,L927,2022-12-07,CAL3133,1879
L780,L885,2022-07-23,CAL3134,1761
L139,L368,2021-03-25,CAL3135,3254
L594,L630,2020-11-19,CAL3136,1465
L606,L368,2022-05-31,CAL3137,359
L551,L542,2022-01-22,CAL3138,3048
L798,L667,2022-02-08,CAL3139,2407
L038,L454,2021-03-10,CAL3140,2035
L247,L735,2023-05-21,CAL3141,2913
L368,L552,2020-09-20,CAL3142,2440
L914,L774,2024-02-03,CAL3143,201
L198,L149,2021-07-26,CAL3144,2486
L790,L567,2019-02-26,CAL3145,714
L381,L644,2019-11-14,CAL3146,1462
L536,L101,2023-11-17,CAL3147,2586
L242,L590,2023-10-19,CAL3148,3042
L865,L067,2021-06-28,CAL3149,292
L161,L812,2019-10-23,CAL3150,3066
L294,L430,2019-02-28,CAL3151,1291
L301,L350,2020-08-16,CAL3152,644
L220,L168,2021-08-24,CAL3153,1958
L317,L105,2023-12-23,CAL3154,3262
L211,L666,2020-10-15,CAL3155,48
L924,L265,2023-03-10,CAL3156,1540
L912,L496,2023-04-10,CAL3157,3270
L180,L934,2019-09-27,CAL3158,2970
L018,L699,2023-06-07,CAL3159,345
L574,L104,2022-01-24,CAL3160,317
L984,L392,2021-10-29,CAL3161,1843
L342,L539,2023-05-07,CAL3162,2497
L707,L331,2022-09-10,CAL3163,3276
L036,L631,2021-02-04,CAL3164,130
L797,L473,2021-07-31,CAL3165,2893
L671,L021,2020-04-02,CAL3166,1677
L723,L300,2022-11-09,CAL3167,710
L810,L222,2022-09-16,CAL3168,1118
L110,L953,2022-05-04,CAL3169,1964
L002,L369,2022-09-01,CAL3170,267
L455,L084,2019-12-17,CAL3171,46
L199,L061,2020-02-09,CAL3172,3036
L802,L773,2023-06-24,CAL3173,3543
L374,L962,2021-09-07,CAL3174,2425
L652,L380,2021-05-06,CAL3175,2726
L179,L855,2022-10-25,CAL3176,2760
L527,L125,2020-10-28,CAL3177,3402
L648,L813,2022-09-13,CAL3178,3510
L908,L450,2024-01-25,CAL3179,1986
L260,L468,2019-05-02,CAL3180,432
L151,L287,2020-02-08,CAL3181,412
L583,L411,2019-04-26,CAL3182,390
L791,L074,2020-01-21,CAL3183,800
L920,L239,2019-06-12,CAL3184,2547
L511,L450,2020-02-29,CAL3185,2654
L568,L614,2022-11-10,CAL3186,2664
L324,L815,2023-08-31,CAL3187,1610
L023,L282,2021-01-25,CAL3188,2215
L218,L057,2019-07-23,CAL3189,122
L071,L196,2021-03-07,CAL3190,1697
L037,L300,2020-02-11,CAL3191,3581
L493,L913,2023-08-23,CAL3192,2025
L326,L835,2020-11-02,CAL3193,2974
L286,L904,2022-04-28,CAL3194,873
L991,L485,2022-04-28,CAL3195,1609
L291,L786,2022-08-17,CAL3196,431
L079,L995,2023-09-18,CAL3197,571
L197,L158,2022-10-17,CAL3198,1993
L605,L865,2021-05-01,CAL3199,2236
L648,L274,2023-09-12,CAL3200,974
L002,L481,2021-07-12,CAL3201,2150
L422,L415,2022-01-06,CAL3202,795
L024,L131,2021-02-14,CAL3203,1692
L555,L790,2020-02-18,CAL3204,112
L719,L467,2022-02-10,CAL3205,1596
L487,L832,2022-10-13,CAL3206,2589
