property_id,type,address,city,state,zip_code,bedrooms,bathrooms,square_footage,year_built,price
P228,Residential,"65757 Melissa Field
Port Christina, MD 52665",East Patrick,OK,52408,2,1,2737,1959,37989107
P229,Residential,"872 Joe Ports
Stacyfurt, WV 20359",Victoriatown,NY,86047,1,1,2335,2001,31082043
P230,Residential,"3114 Johnson Meadow
Vargasborough, IL 85223",Lake Melinda,MA,62631,2,2,968,1966,71582209
P231,Commercial,"7682 Margaret Mountain
Michaeltown, HI 66132",Port Kristin,NH,34626,1,1,1776,1987,25984158
P232,Residential,"758 Watson Skyway
North Raymond, MN 82510",New Lisa,OH,60512,1,1,4256,1983,15755559
P233,Commercial,"Unit 5267 Box 9714
DPO AE 53443",Georgechester,AZ,12940,1,3,4744,1974,93591033
P234,Commercial,"9259 Amy Meadows Suite 013
Katieshire, WV 73854",Sharonport,ID,37975,2,2,4359,2017,6419468
P235,Commercial,"51697 Pham Fort
Michaelport, FM 86114",Webbfort,MT,45329,4,2,4972,1970,38067240
P236,Residential,"7391 Summers Road
Amandaborough, PR 77620",Port Brianfurt,NM,98003,5,2,4746,1982,4073561
P237,Residential,"903 Edwin Pike
Carmenshire, AZ 89231",Briannastad,NE,99667,4,2,2356,2019,38426217
P238,Residential,"373 Welch Port Apt. 541
Johnstonview, OR 40168",New Crystalfort,RI,68224,4,2,2666,1962,40331107
P239,Residential,"53156 Parker Cliffs Suite 478
Rogersberg, OR 97842",Garciamouth,PA,99391,1,1,1035,2021,45555940
P240,Commercial,"926 Karen Lodge Suite 171
Boyerton, NH 65512",North Tiffany,NH,31286,4,2,4928,2007,70337871
P241,Residential,"44740 Marvin Fall Suite 746
New Christine, CT 08565",Herreraborough,NM,62749,1,2,4587,2021,53177565
P242,Residential,"879 Mitchell Brooks Suite 544
Sethton, ID 59631",Jenniferville,UT,65060,5,3,4247,1952,9660992
P243,Residential,"8557 Greer Plaza Apt. 583
Port Danielmouth, WA 76893",Raymondton,MI,55922,3,3,4048,2001,73385950
P244,Commercial,"04235 Pearson Island Apt. 721
Figueroaburgh, AZ 37907",Amberfurt,IL,95130,5,3,2474,1958,92397110
P245,Residential,"9525 Parsons Summit
Cookhaven, SC 25659",North Michaelview,MA,78525,1,3,1461,1995,47423211
P246,Commercial,"7519 Frank Plain
Jasontown, HI 97286",Ashleyland,CT,40241,4,2,3174,1988,97306194
P247,Commercial,"767 Pamela Crest Apt. 385
Sarahfort, AL 80311",New Michaelside,AL,72719,3,3,1513,2011,34624790
P248,Residential,"32064 Waters Mountain Suite 537
Whiteburgh, CA 60356",North Christopher,WY,73967,1,2,539,1994,93400937
P249,Commercial,"32785 Jason Brook
Davidburgh, AK 24509",Kerryhaven,WY,11078,5,3,3464,1963,29324343
P250,Residential,"34188 Luna Landing
Lake Johnmouth, ID 56579",North Stacymouth,NH,23824,2,1,1533,1973,40443386
P251,Commercial,"77414 Theresa Fort Apt. 329
Lake Karenhaven, NJ 81637",West Beth,MD,81912,1,2,4906,2010,25157631
P252,Commercial,"73563 Benjamin Plaza Suite 236
Kevinberg, MT 97529",Samanthabury,LA,63768,4,2,4080,1979,21820047
P253,Commercial,"USNV Castillo
FPO AP 99186",Port Blake,PA,85188,2,2,3598,2000,20370174
P254,Commercial,"2222 Carter Station
Leeborough, NM 90523",West Alexandramouth,AS,89000,5,3,3928,2006,12706935
P255,Commercial,"145 Benjamin Causeway
West Kimberlyborough, NJ 74802",South Cherylmouth,NC,80310,5,1,1054,1994,63067243
P256,Commercial,"5968 Kyle Cape
Jeffreymouth, WI 92746",Lake Albert,PR,69217,1,1,4485,1965,31307032
P257,Residential,"709 Pamela Ford Suite 495
West Normaland, VI 31144",East Kristyborough,MP,29537,1,1,2437,1982,60297307
P258,Commercial,"29018 Beck Well
Lake Natashaland, NV 87746",Adamfort,OH,58283,4,1,2261,1955,65713376
P259,Residential,"01399 Cody Rue
Fowlermouth, ND 95247",South Christopherfurt,ND,86433,4,2,3677,1950,56628010
P260,Residential,"156 Amanda Drives Suite 637
Blacktown, VA 22746",Thompsonport,IL,65224,1,1,4969,2022,98941800
P261,Residential,"49106 David Manor
Lake Joseph, MT 91139",Port Dana,OH,32303,2,1,2443,2017,96632641
P262,Residential,"25242 Darlene Track
Port Jocelynborough, FM 79387",Mirandaton,ND,72277,4,1,4333,2015,21900700
P263,Commercial,"690 Montes Stravenue Suite 987
North Michelefort, MD 90145",Meganmouth,GU,46284,5,2,1380,1999,56578212
P264,Residential,"0716 Veronica Extensions
Louisbury, NV 20065",Walkerchester,WI,86124,3,2,3353,2017,18116688
P265,Residential,"237 Patricia Flat Apt. 740
Lake Lauraburgh, OR 71803",Chanport,CT,32625,2,1,590,1952,94928232
P266,Residential,"082 Elijah Lights
West Paulborough, HI 28093",Cervantesburgh,IL,61647,4,2,4309,1959,24262246
P267,Residential,"910 Tracy Parkway Apt. 500
East Aaron, MO 63253",Denniston,PR,26269,1,3,3487,1969,20151943
P268,Commercial,"68570 Holmes Drives
Michaelside, CO 02095",Jonathanshire,HI,36439,4,1,3031,1986,12772584
P269,Commercial,"554 Paula Point
Longport, MT 99379",West Leslie,TN,85643,1,2,2928,1972,38201484
P270,Residential,"0555 Espinoza Springs
Jonathanland, TN 65086",Madisonton,AL,22030,4,2,2754,1965,75848227
P271,Commercial,"02618 Kenneth Burgs Suite 359
Lake Paul, VA 52613",New Georgeport,PA,60312,1,1,887,1980,55928227
P272,Commercial,"8935 Daniel Flat Suite 195
Coleland, RI 64662",Deannaberg,IN,65760,5,2,1891,1965,26982875
P273,Residential,"571 Frank Greens
South Barbarahaven, OH 89716",Port Dana,NV,97968,2,2,1791,1958,42613640
P274,Residential,"6036 Aaron Parks Suite 069
Youngton, MS 84891",South Laurie,TX,89941,2,3,1379,1950,94162770
P275,Residential,"38554 Trujillo Trafficway Apt. 746
Jonesborough, AK 58455",Andrewsside,SC,85574,5,3,2847,1985,62200349
P276,Commercial,"73230 Hunter Neck
West Angela, WV 04088",North Amber,VA,71599,3,2,3779,2020,45016133
P277,Commercial,"3523 Ryan Bypass Suite 226
Benjaminside, AR 70774",East John,NJ,22835,4,1,4897,1956,7377738
P278,Residential,"604 Cardenas Ramp
South Glendahaven, NH 54588",New Carlos,MH,68615,1,1,2179,1979,75609972
P279,Residential,"6033 Williams Parkway
New Joanbury, SC 73903",North Kyleburgh,WY,78446,3,3,3137,1966,96773730
P280,Commercial,"6918 Donna Field Suite 064
Kennethton, DE 89765",East Feliciabury,CT,26219,3,3,1419,1966,35785917
P281,Residential,"5720 Laura Garden
Port Courtney, NV 51490",New Suzanne,IN,66357,5,3,3842,2000,5041533
P282,Residential,"1196 Garcia Isle Suite 874
South Samanthaborough, MP 63741",North Lauraview,MD,35178,5,2,4004,1957,55280461
P283,Commercial,"771 Barbara Mews
New Sherri, TX 62169",Crystalhaven,PA,28619,4,1,535,1959,91853599
P284,Commercial,"7734 Joseph Mews
Smithtown, OH 97039",New Brandon,MD,22289,3,1,1380,1987,90737527
P285,Commercial,"USS Charles
FPO AP 87485",North Matthew,CT,34688,3,1,2723,2014,95676210
P286,Commercial,"81515 Dominique Extension Suite 996
Lake Robertville, VA 76367",East Derrick,NH,63924,3,3,3071,2008,37762611
P287,Residential,"3021 Bowman Forges Suite 673
Ronaldport, WY 33106",New Jasmine,NM,77747,4,1,4417,1989,18364652
P288,Commercial,"20947 Paul Hill
Aliciaburgh, CO 76070",New Timmouth,NH,41211,4,1,1758,1983,75628086
P289,Commercial,"9394 Johnson Haven Suite 763
Port Zacharyshire, MN 41812",Tonyafurt,OR,22416,5,1,1179,2016,79885719
P290,Commercial,"91901 Linda Common
Stoneview, MS 83429",Wandaside,VT,90883,2,2,3829,1968,56560675
P291,Commercial,"USNS Martinez
FPO AE 01726",New Andrewside,DC,74970,3,3,4886,1962,12285328
P292,Commercial,"Unit 7385 Box 4263
DPO AE 75588",South Ryan,MI,17472,5,1,3085,2010,10055589
P293,Residential,"Unit 9622 Box 8378
DPO AA 97514",Julieborough,ME,61210,1,3,3874,1975,59508362
P294,Residential,"02226 Martin Crossing
West Martha, NJ 19835",Jacquelineshire,NM,38479,4,2,549,2002,84572665
P295,Commercial,"63904 Hampton Unions
Karafort, NY 68272",Lake Tanya,PA,26569,3,1,4198,1992,70148993
P296,Commercial,"633 Susan Course Suite 961
Simpsonland, TX 38960",Davidville,ID,35343,1,2,2332,1978,82624366
P297,Residential,"156 Gardner Loaf Suite 084
Jaredside, MD 65105",Howardberg,KS,73804,4,2,2813,1955,86007716
P298,Commercial,"78183 Jon Lake
Ronnieview, OK 07264",Armstrongburgh,RI,41766,4,2,4544,1974,77381521
P299,Commercial,"688 James Ville
South Stevenborough, MA 28113",Carlosstad,FM,91285,2,1,3165,1990,9004435
P300,Residential,"596 Alexis Parkways Suite 466
North Michaeltown, AL 28834",Daniellebury,ND,15009,2,1,1184,2000,9981101
P301,Commercial,"93826 Franklin Oval Suite 752
Mcintyreton, DE 99895",Lake Robert,CA,98318,4,2,3812,2023,60067688
P302,Residential,"867 West Plaza Suite 112
Lake Kimberlyhaven, TX 91214",Joanmouth,MN,18404,5,3,2134,1999,39576917
P303,Residential,"2742 Lee Trafficway
Lake Amystad, GU 59986",East Ricardo,UT,13941,5,1,4509,1950,84031160
P304,Residential,"881 Griffin Views Suite 455
Hunterstad, MD 71130",Jamesberg,AZ,47150,1,3,3264,1980,24174645
P305,Residential,"956 Jodi View Suite 548
Port Frank, NM 28087",South James,IN,92483,3,2,1302,1984,41265043
P306,Residential,"22170 Marshall Prairie Suite 459
New Brentberg, WY 72285",Hobbsland,GA,96163,4,1,1537,1973,35389004
P307,Commercial,"532 Carolyn Squares
West Jorgefort, OK 55816",Elizabethborough,FM,76177,2,2,2984,1952,91686064
P308,Residential,"636 Barton View
Carrberg, AK 13772",New Anthony,OK,30558,5,1,1791,1968,63084638
P309,Residential,"4268 Mejia Estate Suite 615
New Jessicaport, WI 16119",Lake Markport,WY,81782,2,1,501,1983,55413482
P310,Commercial,"4712 Travis Grove
Lake Jason, UT 36404",Port Michele,NE,31486,1,3,1713,1960,50998726
P311,Commercial,"PSC 5468, Box 9273
APO AA 88119",Ponceside,OK,81122,3,2,2431,1982,70205704
P312,Residential,"3091 Suarez Ports Suite 455
Brittanyshire, VI 99034",East Walter,OR,20338,3,1,2832,1960,58028452
P313,Residential,"1448 Samantha Spur Apt. 966
Harrellton, RI 43433",Dawntown,MD,89540,2,3,987,1953,63030411
P314,Commercial,"78873 Eric Lodge
Bryanborough, WV 94021",Elizabethchester,AK,57962,5,3,1896,2009,53840788
P315,Commercial,"922 Kidd Crest Suite 969
East Kevinbury, KS 98659",Port Crystal,DC,70589,4,2,4930,1953,85426529
P316,Residential,"13223 Wilson Islands Suite 718
Lake Beverlyborough, SD 92062",New Heathershire,WY,55532,4,2,4589,1978,90440248
P317,Residential,"4981 Blake Walks
New Michaelburgh, PA 05504",Wrightview,OR,70786,4,2,1137,2017,37362227
P318,Commercial,"USNS Lee
FPO AE 35768",Stewartbury,TN,55203,2,2,2577,2016,48436993
P319,Residential,"79335 James Well
Brianfort, TN 79029",Sanchezchester,NV,59931,5,3,4755,1975,95244375
P320,Commercial,"6853 Knox Mills Suite 010
Port Ryanton, FM 11473",Crystalburgh,VA,10382,4,1,3406,1964,71992052
P321,Residential,"27503 Keith Villages Apt. 834
Joshuafort, ME 79292",Jacksonhaven,MN,74730,4,2,877,1950,34698190
P322,Residential,"6242 Hernandez River Apt. 488
Barnesmouth, TX 69825",North Sandra,DC,10414,4,3,4113,2015,82435035
P323,Residential,"PSC 6416, Box 8964
APO AA 87633",South Jason,PA,56652,2,3,3729,1992,60791530
P324,Commercial,"414 Crystal Mission Suite 191
Annland, AR 08610",New Anna,ID,74208,3,3,2777,2012,67279399
P325,Commercial,"71244 Garcia Villages
Janetshire, AL 45537",North Danielton,PA,50849,4,1,2057,2003,57357647
P326,Residential,"9558 Melissa Hollow Suite 029
Morseshire, MP 76072",Michaelmouth,MN,53969,5,1,2297,2001,11868068
P327,Residential,"0522 Sherri Divide Suite 839
South Codyville, ME 41921",Stevenshire,TN,19026,2,3,2065,1995,12933317
P328,Residential,"460 Becker Track Apt. 376
Chadbury, NC 11633",South Justinville,ND,28137,1,1,1604,2014,65152707
P329,Commercial,"484 Lindsey Hill
New Rachel, NY 38089",New Billymouth,AZ,42631,1,3,4849,1958,37015902
P330,Residential,"68750 Stacey Pine
Port Kevin, AS 80847",East Jenniferland,WY,17709,3,2,4586,2016,60543954
P331,Commercial,"3461 Sergio Fork Apt. 949
South Michael, NH 45252",Tylerview,HI,87046,4,2,3217,1998,9752527
P332,Commercial,"5649 Lee Junction
New Davidstad, IN 47854",South Nancy,MP,78564,2,1,2233,1952,89474971
P333,Residential,"52974 Scott Pine Apt. 465
Jordanburgh, PA 33633",Adkinsmouth,GU,91110,3,2,4622,1960,36779673
P334,Commercial,"9718 Jones Points Apt. 235
Vaughnshire, NJ 78165",Haroldmouth,AK,24574,1,3,1982,1965,87530355
P335,Residential,"13713 Jonathan Tunnel
New Amanda, MI 53891",East Michaela,NE,79628,5,1,2953,1989,60815651
P336,Commercial,"4502 Christy Points
East Larryburgh, GA 12203",South Ana,GA,56071,2,3,2586,2022,51887938
P337,Commercial,"837 Castro Stravenue
Kellyberg, AZ 83094",Greenfort,NJ,27791,5,3,4737,1991,90065823
P338,Commercial,"90632 Anna Garden
Hortonhaven, FL 20480",Garciaside,AS,95449,4,3,2064,2018,62362800
P339,Residential,"491 Derek Locks
East Steven, VT 07274",South Ericamouth,NJ,19151,1,1,1787,1952,77130922
P340,Commercial,"7631 Webster Unions
South Cathy, FL 19496",Christophermouth,ID,99543,1,3,1224,1963,76455490
P341,Residential,"3877 Alexis Park
North Crystalburgh, ID 47975",Leonardbury,HI,57538,1,1,4055,1956,14881350
P342,Commercial,"1145 Craig Stravenue
Andersonview, MO 44039",Christopherborough,CO,89992,4,1,3592,2005,80510406
P343,Commercial,"606 Brandon Passage Apt. 309
Angelachester, MO 90739",East Brandychester,AS,97065,2,1,1135,2015,53827766
P344,Residential,"03444 Molina Vista
Cruztown, WI 54124",East Christopherburgh,IN,99119,2,3,4076,1956,70912083
P345,Commercial,"254 Steven Mountain
North Daniel, OH 24425",East Brendaport,NC,12723,4,3,1830,1965,11036084
P346,Commercial,"813 Hall Canyon
Judyview, FM 66524",North Peter,AK,97763,4,2,3864,1984,81159060
P347,Residential,"6040 Gomez Island
Jamiefurt, GA 58689",Port Chrisstad,NC,84467,5,3,2886,1972,34951752
P348,Residential,"Unit 1399 Box 3009
DPO AP 84621",South Catherine,IL,65657,5,3,3324,2000,22680969
P349,Commercial,"249 Samuel Common Suite 983
Briannashire, MP 30682",Lake Jamesstad,HI,59444,2,1,1633,2001,87295911
P350,Commercial,"348 Smith Port Suite 840
North Corey, PW 05457",Dorisview,ND,23679,4,1,4252,1990,4678538
P351,Residential,"9001 Susan Loop
South Amy, MA 15164",East Nicoleside,PR,40323,5,1,2343,2017,84697242
P352,Residential,"USNV Gould
FPO AE 17704",North Melissa,WY,18980,4,1,3116,1960,61729158
P353,Residential,"97516 Gail Islands
South Scottport, AS 37026",West Jenniferland,IN,39849,2,1,2162,1973,17746630
P354,Residential,"0076 Jennifer Glens
West Nathanfort, HI 71919",New Julia,PR,86990,2,3,3438,2007,31511414
P355,Residential,"37149 Wheeler Crest
Gardnerfurt, IA 25716",Tylershire,CO,40225,1,2,1647,1977,4339631
P356,Residential,"50476 Gomez Loaf
Cindyshire, PW 26830",Port Michelleview,ND,12490,5,2,3706,2000,81188683
P357,Commercial,"021 Thompson Cape Suite 577
Julieland, KS 42918",Port Michele,PA,99343,2,2,2774,1977,82835408
P358,Residential,"849 Lopez Cape Apt. 312
Herrerahaven, HI 38116",Lake Kendraville,DE,64109,5,1,4211,1953,44179349
P359,Commercial,"008 Lloyd Knolls Suite 406
West Kaylafurt, AZ 50361",Port Nathanielfurt,DE,76372,2,2,792,1976,40555347
P360,Residential,"32581 Glenn Freeway Apt. 397
New Hollychester, NY 19426",Port Lawrencehaven,ND,53901,2,2,3236,1987,16792805
P361,Commercial,"PSC 0598, Box 4409
APO AP 03572",Mclaughlinbury,MO,83617,5,3,2902,2004,91947249
P362,Residential,"793 Jennings Fork Suite 714
West Shaun, KY 03204",Robertberg,RI,82222,1,2,4865,2013,61816010
P363,Commercial,"6026 Catherine Lodge Apt. 179
Lake Chad, DC 69307",New Kennethfort,NC,37258,2,1,3323,1973,42238704
P364,Residential,"30854 Newman Road
Hallborough, OK 88272",Camachofurt,MO,23127,5,1,3250,1987,52352285
P365,Commercial,"9445 Matthews Prairie Apt. 553
Katherineside, WV 72755",Jarvishaven,PA,70894,5,1,4037,1993,18525288
P366,Commercial,"28139 Preston Center
Spencerview, FM 32716",West Wandaburgh,IA,86683,2,2,1756,2012,69201089
P367,Residential,"755 Dalton Ranch Suite 095
New Jeremyside, TN 65502",Johnfort,CA,64863,3,3,3250,1975,92918835
P368,Residential,"71710 Emily Lodge
Marytown, DC 58877",West Robert,NH,61829,2,2,2483,1963,46925989
P369,Residential,"3407 Williams Corners
Annafurt, NJ 64778",Moralesland,DE,10310,1,1,1057,2005,92297901
P370,Commercial,"USS Sparks
FPO AA 39238",Johnnyport,NE,49333,1,2,3156,1967,71866586
P371,Residential,"3529 Shirley Roads
Medinaport, CA 64660",Lake Johnmouth,SD,59740,4,1,2546,1990,50645375
P372,Commercial,"1404 Stephanie Plains
Washingtonmouth, MP 47630",West Eric,NY,58392,3,3,3658,1969,3624592
P373,Commercial,"66311 Cameron Junction Apt. 209
Lake Ashleyside, FM 55881",Port Johnshire,MN,18872,4,3,2526,1995,97387332
P374,Commercial,"78977 Rogers Roads Suite 273
Sullivanton, PW 46533",Port Kathrynfurt,NH,25051,2,2,573,2015,29360227
P375,Residential,"54785 Danielle Point Apt. 245
West Kevin, NE 97201",Jenniferport,AZ,53269,3,3,1747,2006,79890640
P376,Residential,"95629 Emily Circle
North Cristianshire, UT 07714",New Migueltown,VA,94404,4,1,4874,1954,43111133
P377,Residential,"71036 Antonio Mountains Apt. 768
Diazbury, MO 21313",New Matthew,AR,64352,3,3,1948,1959,34470061
P378,Commercial,"6931 Danielle Shoals
Alisonton, MS 39603",East Kevinburgh,CO,11372,3,3,2389,2007,73171294
P379,Residential,"8797 Patrick Radial Apt. 838
Ingramshire, GA 79375",Samuelview,IL,93188,2,1,2924,2007,59703095
P380,Residential,"35167 Tina Radial
North Kimberlymouth, AS 83409",Aaronview,VT,39594,2,3,3762,2005,33104921
P381,Residential,"442 Malik Unions
New Stephanie, AS 44580",Terryshire,WA,76807,1,1,2399,2019,33965470
P382,Residential,"089 Cochran Pines Apt. 781
North Laurenstad, OK 04621",New Claireton,NJ,96163,4,1,4229,1977,81521278
P383,Commercial,"USNV Owens
FPO AP 15308",Port Maryhaven,MA,93796,3,3,868,1952,28028824
P384,Commercial,"770 Christopher Key Suite 396
Weberhaven, AL 85645",West Charles,OK,89699,1,2,636,1980,21936523
P385,Residential,"5520 Melinda Parkways
Garciashire, RI 64403",Lake Henry,SC,20809,5,2,4253,2017,14562581
P386,Commercial,"1555 Smith Forge
Nancyfort, WI 14034",Port Amy,IN,32472,5,3,2686,1962,84398808
P387,Commercial,"8203 Emily Bypass
North Johnny, WI 45950",Stantonside,NV,31251,5,1,2414,1980,51582551
P388,Residential,"346 James Junctions Suite 084
East Paulaburgh, SC 96758",Port Lindaborough,KY,53536,5,1,3242,1964,82930382
P389,Residential,"8414 Amber Lock
South Jennifer, MA 28745",Ashleymouth,IL,78263,2,3,4709,1999,76890220
P390,Commercial,"34588 Hayes Path
Port Craigchester, SD 07666",Tammyland,WA,66423,1,1,833,2019,49163160
P391,Residential,"333 French Groves
Marilynside, HI 71609",New Margaretton,NH,48881,4,1,1717,2023,3685150
P392,Residential,"32716 Desiree Harbor Apt. 881
East Christine, NY 02322",Charlesside,MS,42962,2,2,3126,1990,26514035
P393,Commercial,"274 Joseph Light Apt. 365
Jasminefort, PA 86849",South Karenshire,MT,65119,5,2,1630,1988,90567039
P394,Residential,"09525 Daniel Walks
West Danielland, CO 67562",Lake Wesley,DE,36589,3,2,2895,1994,14599622
P395,Residential,"Unit 2352 Box 4687
DPO AP 69687",New Keithview,ME,14169,2,1,4710,2010,25113292
P396,Residential,"68781 Karl Locks Apt. 518
Kennethhaven, NY 69228",Englishton,MN,83659,3,2,635,1982,71035537
P397,Commercial,"86036 Williams Dale Apt. 287
Dominicberg, FM 31432",South Crystalland,MT,48061,3,3,2911,1951,27158462
P398,Commercial,"029 Allison Burgs Apt. 535
Lake Carolynburgh, VT 44033",South Lesliemouth,IL,39394,4,1,3906,1967,15380291
P399,Residential,"21012 Jerry Vista
West Saraberg, IA 56114",South Jonathanberg,CA,58108,1,3,3135,1992,91091453
P400,Residential,"348 Terri Bridge Apt. 862
Valerietown, NY 10835",Lake Amandafort,ME,23060,5,3,4827,1969,98952825
P401,Residential,"6743 Golden Divide
East Justinfurt, DE 71634",East Gary,NV,18542,1,1,1833,1977,96101408
P402,Residential,"9817 Mark Station Apt. 684
Thomasville, VA 83055",Lake Julie,FL,77827,4,2,916,2010,40740604
P403,Residential,"1886 Andrew Club Suite 487
Lake Dawnmouth, WY 84867",Josephmouth,HI,73043,2,3,1597,1993,61163531
P404,Residential,"9841 Williams Overpass Apt. 046
Kimberlystad, GA 23066",Alexanderborough,CO,76318,2,3,1239,1997,91067614
P405,Residential,"717 Kelly Squares
South Natalie, WV 47224",East Rhonda,OH,94500,3,1,3762,2019,89152797
P406,Commercial,"43136 Smith Drive
Blakeshire, SC 47581",East Andrewstad,MA,83953,2,2,731,1976,74604453
P407,Commercial,"1617 Melissa Springs Apt. 257
Port James, AK 22996",Meghanton,NJ,86856,4,3,4062,2008,82587999
P408,Residential,"392 Jimenez Key
Mullinsbury, WY 65475",New Jeffrey,FM,18146,4,2,1970,2023,20590317
P409,Commercial,"Unit 1434 Box 7781
DPO AA 36076",Kleinland,WA,39302,5,2,3084,2022,12116035
P410,Commercial,"13988 Stephen Radial Apt. 844
Turnerside, IN 22285",Mooreton,AR,72223,2,3,869,1957,38467361
P411,Residential,"58184 Cody Landing
Jonesstad, NV 61678",Longborough,GU,83115,3,1,3763,1963,10492479
P412,Residential,"4705 Gibson Estate
Austinstad, IN 43659",Justinport,AZ,68601,5,3,3063,1984,35335548
P413,Commercial,"098 Davila Plains Apt. 408
South Kara, MD 78977",Edwinfurt,AL,67661,5,3,1992,1972,40972739
P414,Commercial,"4383 Linda Forest Apt. 337
East Carolyn, LA 50125",Port Jasminetown,KY,75993,1,2,1724,2014,43169831
P415,Commercial,"379 Angelica Knoll
Leeville, GA 83218",New Stephaniehaven,KY,29055,3,2,3167,2014,73912756
P416,Residential,"301 Higgins Curve Apt. 826
New Jessicaport, OK 07284",West Victoriaberg,FL,38176,2,3,3003,1973,58479248
P417,Residential,"26296 Lane Wells
South Benjaminbury, AR 42373",Fitzgeraldberg,HI,12356,4,3,2233,1952,37889436
P418,Commercial,"2521 Theresa Ports Suite 528
Tarachester, OK 14409",New Carolton,MH,27235,2,1,2770,1952,72167992
P419,Commercial,"505 Martinez Squares
Port Aaronborough, MS 21122",Robertsmouth,CT,58145,5,1,2246,2006,79565693
P420,Residential,"41499 Connie Grove
Port Michael, UT 70085",Port Diane,NY,74732,5,3,4894,1999,56324893
P421,Commercial,"1257 Brown Village Suite 486
West Trevorfurt, DC 36972",Lake Brandon,NE,55152,4,2,969,1976,93866476
P422,Commercial,"92206 Sullivan Pines
Jeffreyburgh, RI 97233",Georgehaven,AZ,71219,1,1,968,1972,75673702
P423,Commercial,"4823 Benson Mews
New Harold, PR 08085",Stevensonhaven,OR,48993,2,2,3276,2016,51007974
P424,Commercial,"862 Horn Summit Suite 148
Port Andrew, SC 21671",South Jamestown,FL,43647,3,3,4904,1962,51054841
P425,Commercial,"PSC 6817, Box 7368
APO AA 01809",South Stephanieton,MO,75540,3,3,2059,2015,23835049
P426,Commercial,"44959 Christopher Lock
Brewerland, SD 01722",Port Kennethton,ND,37718,1,3,3441,2017,67824156
P427,Residential,"9382 William Avenue
Samuelton, TX 54225",Shannonview,RI,30239,5,1,2507,2018,39009401
P428,Commercial,"Unit 2361 Box 9990
DPO AP 59021",Jerryburgh,WI,86199,3,2,4165,1986,67020837
P429,Residential,"46997 Miller Turnpike
East Natalie, FL 86486",New Benjamin,SD,67190,4,2,741,1974,12794769
P430,Commercial,"26626 Long Locks
New Stacybury, MH 16962",Rebeccaville,ID,53572,3,1,4937,1970,19792992
P431,Commercial,"91949 Heather Harbor Suite 541
Port Lauraton, CA 33702",Ralphberg,HI,92004,2,2,2932,1996,6478052
P432,Commercial,"41634 Larsen Plaza Apt. 744
South Williammouth, ID 23864",Mendezfurt,MS,57379,4,2,3293,2021,18056991
P433,Commercial,"10258 Brewer Mount Suite 611
Jimmyburgh, HI 02431",Onealport,GU,78359,4,2,3115,1978,80304714
P434,Commercial,"4485 Christina Port
Suttonton, DE 75413",Thomasfurt,NV,61027,3,2,1738,1966,26519937
P435,Residential,"7373 James View Apt. 336
Leonardchester, AZ 49991",West Daniel,LA,53789,5,1,1775,1986,80101598
P436,Commercial,"752 Wood Unions
Starkfurt, PA 76195",Lake Seanburgh,AK,39244,1,3,1803,1991,96061096
P437,Commercial,"00688 Richardson Mountain
South Heatherbury, AL 02923",Sandershaven,VT,25221,3,1,1939,1991,54125013
P438,Residential,"6910 Sandoval Islands
South Joshua, IA 55310",East Duaneburgh,TN,60672,3,2,541,1971,87888329
P439,Residential,"8905 Hancock Grove
Davidborough, UT 10886",Lake Melissastad,PA,95580,3,3,2279,2018,17799620
P440,Commercial,"456 Tammy Streets
West Neilchester, NE 14964",Lake Stevenburgh,MD,93414,1,2,3232,2000,92795242
P441,Residential,"8987 Samuel Island
Lake Randy, MS 07551",Bradfordton,MN,59023,3,2,660,2021,89278254
P442,Residential,"3288 Thomas Land Suite 128
Port Kennethchester, WA 27412",South Kimberly,MN,57712,1,1,3848,1988,78765846
P443,Commercial,"89504 Foster Plains Suite 996
North Catherine, TX 42675",Lake Kevin,FL,22038,4,2,3278,1964,45511522
P444,Residential,"335 Roberson Light Apt. 506
East Melissahaven, IN 19404",West Tim,UT,12680,3,3,4150,1986,40180449
P445,Commercial,"5663 Julie Ports Apt. 053
Tamaraburgh, FL 62337",Floresport,MT,78096,1,2,3092,1978,59471089
P446,Residential,"4820 Michael Common
Wardport, OK 06091",South Brenda,NJ,85052,5,2,4904,1977,86956960
P447,Residential,"41543 Hall Spur
Lake Christophermouth, GA 71743",Hillberg,MA,84114,3,1,2021,1977,50900813
P448,Residential,"603 Ashley Rapids
Lake Steven, AZ 48422",North Aaron,HI,74453,4,1,1423,1982,96742461
P449,Residential,"80298 Thompson Crest Suite 812
Woodhaven, IA 53354",Stevenville,MA,55838,3,1,3299,1974,95875557
P450,Commercial,"54821 James Ferry
New Benjamin, WI 98084",Elliottshire,MD,95087,4,1,2545,2015,58937269
P451,Residential,"169 Keith Road Apt. 243
Wardview, DC 49802",Jenkinsside,WA,75854,2,2,2463,1996,55446605
P452,Commercial,"Unit 5673 Box 0346
DPO AP 64156",East Kara,GU,10146,1,3,1364,2018,83661103
P453,Residential,"63999 Johnson Forest Suite 187
Faithshire, GA 03995",North Madisonton,WI,64716,5,2,4358,1962,32672548
P454,Commercial,"014 Dawn Manor Suite 185
Lake James, NC 20468",Laurenview,WI,15421,2,3,3334,1964,75012499
P455,Commercial,"18936 Kimberly Prairie
Vaughnshire, MD 50104",Port Johnton,FL,39200,4,3,4021,1981,62230993
P456,Commercial,"9660 Marcus Inlet
South Davidton, PW 31258",Steventon,OH,72642,3,1,1466,1969,15495936
